bx_global,by_global,tx,ty,tile_id,status,dominant_main,dominant_test,changes,zone_b
24,24,6,6,198,DOM_CHANGÉ,MAT_3096,Grass_03_default,Dirt_01: 26.1% → 0.0% (-26.1%) | Grass_03_default: 0.0% → 59.4% (+59.4%) | MAT_3096: 40.4% → 26.1% (-14.3%),1
24,25,6,6,198,DOM_CHANGÉ,MAT_3224,Grass_03_default,Dirt_01: 30.0% → 0.0% (-30.0%) | Grass_03_default: 0.0% → 54.0% (+54.0%) | MAT_3224: 53.6% → 30.0% (-23.6%),1
24,26,6,6,198,DOM_CHANGÉ,MAT_3352,Grass_03_default,Dirt_01: 23.1% → 0.0% (-23.1%) | Grass_03_default: 0.0% → 53.1% (+53.1%) | MAT_3352: 50.4% → 23.1% (-27.3%),1
24,27,6,6,198,DOM_CHANGÉ,MAT_3480,Grass_03_default,Dirt_01: 18.8% → 0.0% (-18.8%) | Grass_03_default: 0.0% → 58.5% (+58.5%) | MAT_3480: 53.7% → 18.8% (-34.9%),1
24,28,6,7,230,DOM_CHANGÉ,MAT_3608,Grass_03_default,Dirt_01: 18.0% → 0.0% (-18.0%) | Grass_03_default: 0.0% → 50.3% (+50.3%) | MAT_3608: 31.5% → 18.0% (-13.4%),1
24,29,6,7,230,DOM_CHANGÉ,MAT_3736,Grass_03_default,Dirt_01: 13.0% → 0.0% (-13.0%) | Grass_03_default: 0.0% → 80.4% (+80.4%),1
24,30,6,7,230,DOM_CHANGÉ,MAT_3864,Grass_03_default,Dirt_01: 20.5% → 0.0% (-20.5%) | Grass_03_default: 0.0% → 67.0% (+67.0%) | MAT_3864: 28.0% → 20.5% (-7.6%),1
24,31,6,7,230,DOM_CHANGÉ,MAT_3992,Grass_03_default,Dirt_01: 14.2% → 0.0% (-14.2%) | Grass_03_default: 0.0% → 47.2% (+47.2%) | MAT_3992: 34.9% → 14.2% (-20.7%),1
24,32,6,8,262,DOM_CHANGÉ,MAT_4120,Grass_03_default,Dirt_01: 27.7% → 0.0% (-27.7%) | Grass_03_default: 0.0% → 51.7% (+51.7%) | MAT_4120: 51.6% → 27.7% (-23.9%),1
24,33,6,8,262,DOM_CHANGÉ,MAT_4248,Grass_03_default,Dirt_01: 24.2% → 0.0% (-24.2%) | Grass_03_default: 0.0% → 49.5% (+49.5%) | MAT_4248: 47.2% → 24.2% (-23.1%),1
24,34,6,8,262,DOM_CHANGÉ,MAT_4376,Grass_03_default,Dirt_01: 27.7% → 0.0% (-27.7%) | Grass_03_default: 0.0% → 60.2% (+60.2%) | MAT_4376: 58.6% → 27.7% (-30.9%),1
24,35,6,8,262,DOM_CHANGÉ,MAT_4504,Grass_03_default,Dirt_01: 26.2% → 0.0% (-26.2%) | Grass_03_default: 0.0% → 52.2% (+52.2%) | MAT_4504: 52.2% → 26.2% (-26.0%),1
24,36,6,9,294,DOM_CHANGÉ,MAT_4632,Grass_03_default,Dirt_01: 27.8% → 0.0% (-27.8%) | Grass_03_default: 0.0% → 56.0% (+56.0%) | MAT_4632: 56.0% → 27.8% (-28.2%),1
24,37,6,9,294,DOM_CHANGÉ,MAT_4760,Grass_03_default,Dirt_01: 24.3% → 0.0% (-24.3%) | Grass_03_default: 0.0% → 75.7% (+75.7%) | MAT_4760: 75.7% → 24.3% (-51.4%),1
24,38,6,9,294,DOM_CHANGÉ,MAT_4888,Grass_03_default,Dirt_01: 30.2% → 0.0% (-30.2%) | Grass_03_default: 0.0% → 69.8% (+69.8%) | MAT_4888: 68.7% → 30.2% (-38.5%),1
24,39,6,9,294,DOM_CHANGÉ,MAT_5016,Grass_03_default,Dirt_01: 39.4% → 0.0% (-39.4%) | Grass_03_default: 0.0% → 60.6% (+60.6%) | MAT_5016: 59.7% → 39.4% (-20.3%),1
24,40,6,10,326,DOM_CHANGÉ,MAT_5144,Grass_03_default,Dirt_01: 26.5% → 0.0% (-26.5%) | Grass_03_default: 0.0% → 73.2% (+73.2%) | MAT_5144: 73.2% → 26.5% (-46.7%),1
24,41,6,10,326,MODIFIÉ,MAT_5272,MAT_5272,Grass_03_default: 0.0% → 20.6% (+20.6%) | MAT_5272: 20.6% → 79.4% (+58.8%),1
24,42,6,10,326,DOM_CHANGÉ,MAT_5400,Grass_03_default,Dirt_01: 1.0% → 0.0% (-1.0%) | Grass_03_default: 0.0% → 99.0% (+99.0%) | MAT_5400: 99.0% → 1.0% (-97.9%),1
24,43,6,10,326,DOM_CHANGÉ,MAT_5528,Grass_03_default,Dirt_01: 30.6% → 0.0% (-30.6%) | Grass_03_default: 0.0% → 69.4% (+69.4%) | MAT_5528: 68.7% → 30.6% (-38.1%),1
24,44,6,11,358,DOM_CHANGÉ,MAT_5656,Grass_03_default,Dirt_01: 6.6% → 0.0% (-6.6%) | Grass_03_default: 0.0% → 93.4% (+93.4%) | MAT_5656: 93.4% → 6.6% (-86.8%),1
24,45,6,11,358,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 87.6% → 0.0% (-87.6%) | Grass_03_default: 0.0% → 87.6% (+87.6%),1
24,46,6,11,358,DOM_CHANGÉ,MAT_5912,Grass_03_default,Dirt_01: 17.2% → 0.0% (-17.2%) | Grass_03_default: 0.0% → 82.8% (+82.8%) | MAT_5912: 82.8% → 17.2% (-65.7%),1
24,47,6,11,358,DOM_CHANGÉ,MAT_6040,Grass_03_default,Dirt_01: 33.1% → 0.0% (-33.1%) | Grass_03_default: 0.0% → 66.9% (+66.9%) | MAT_6040: 66.9% → 33.1% (-33.8%),1
24,48,6,12,390,DOM_CHANGÉ,MAT_6168,Grass_03_default,Dirt_01: 34.4% → 0.0% (-34.4%) | Grass_03_default: 0.0% → 65.7% (+65.7%) | MAT_6168: 65.7% → 34.4% (-31.3%),1
24,49,6,12,390,DOM_CHANGÉ,MAT_6296,Grass_03_default,Dirt_01: 31.9% → 0.0% (-31.9%) | Grass_03_default: 0.0% → 66.9% (+66.9%) | MAT_6296: 66.9% → 31.9% (-35.0%),1
24,50,6,12,390,DOM_CHANGÉ,MAT_6424,Grass_03_default,Dirt_01: 32.3% → 0.0% (-32.3%) | Grass_03_default: 0.0% → 67.7% (+67.7%) | MAT_6424: 67.7% → 32.3% (-35.5%),1
24,51,6,12,390,DOM_CHANGÉ,MAT_6552,Grass_03_default,Dirt_01: 27.7% → 0.0% (-27.7%) | Grass_03_default: 0.0% → 67.5% (+67.5%) | MAT_6552: 67.5% → 27.7% (-39.8%),1
24,52,6,13,422,DOM_CHANGÉ,MAT_6680,Grass_03_default,Dirt_01: 24.4% → 0.0% (-24.4%) | Grass_03_default: 0.0% → 52.0% (+52.0%) | MAT_6680: 52.0% → 24.4% (-27.6%),1
24,53,6,13,422,DOM_CHANGÉ,MAT_6808,Grass_03_default,Dirt_01: 16.0% → 0.0% (-16.0%) | Grass_03_default: 0.0% → 33.3% (+33.3%) | MAT_6808: 33.3% → 16.0% (-17.3%),1
24,54,6,13,422,DOM_CHANGÉ,MAT_6936,Grass_03_default,Dirt_01: 4.9% → 0.0% (-4.9%) | Grass_03_default: 0.0% → 8.8% (+8.8%) | MAT_6936: 8.8% → 4.9% (-3.9%),1
24,55,6,13,422,DOM_CHANGÉ,MAT_7064,Grass_03_default,Dirt_01: 10.0% → 0.0% (-10.0%) | Grass_03_default: 0.0% → 18.1% (+18.1%) | MAT_7064: 18.1% → 10.0% (-8.1%),1
24,56,6,14,454,DOM_CHANGÉ,MAT_7192,Grass_03_default,Dirt_01: 10.1% → 0.0% (-10.1%) | Grass_03_default: 0.0% → 20.1% (+20.1%) | MAT_7192: 20.1% → 10.1% (-10.0%),1
24,57,6,14,454,DOM_CHANGÉ,MAT_7320,Grass_03_default,Dirt_01: 28.6% → 0.0% (-28.6%) | Grass_03_default: 0.0% → 67.9% (+67.9%) | MAT_7320: 67.9% → 28.6% (-39.3%),1
24,58,6,14,454,DOM_CHANGÉ,MAT_7448,Grass_03_default,Dirt_01: 2.4% → 0.0% (-2.4%) | Grass_03_default: 0.0% → 97.1% (+97.1%) | MAT_7448: 90.0% → 2.4% (-87.6%),1
24,59,6,14,454,DOM_CHANGÉ,MAT_7576,Grass_03_default,Grass_03_default: 0.0% → 99.0% (+99.0%) | MAT_7576: 98.8% → 0.0% (-98.8%),1
24,60,6,15,486,DOM_CHANGÉ,MAT_7704,Grass_03_default,Dirt_01: 2.6% → 0.0% (-2.6%) | Grass_03_default: 0.0% → 79.6% (+79.6%) | MAT_7704: 79.6% → 2.6% (-76.9%),1
24,61,6,15,486,DOM_CHANGÉ,MAT_7832,Grass_03_default,Grass_03_default: 0.0% → 90.2% (+90.2%) | MAT_7832: 89.6% → 0.0% (-89.6%),1
24,62,6,15,486,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 71.5% → 0.0% (-71.5%) | Grass_03_default: 0.0% → 71.5% (+71.5%),1
24,63,6,15,486,MODIFIÉ,MAT_8088,MAT_8088,Grass_03: 3.8% → 0.0% (-3.8%) | Grass_03_default: 0.0% → 3.8% (+3.8%),1
24,64,6,16,518,DOM_CHANGÉ,MAT_8216,Grass_03_default,Dirt_01: 2.0% → 0.0% (-2.0%) | Grass_03_default: 0.0% → 53.2% (+53.2%) | MAT_8216: 53.2% → 2.0% (-51.2%),1
24,65,6,16,518,DOM_CHANGÉ,MAT_8344,Grass_03_default,Dirt_01: 1.8% → 0.0% (-1.8%) | Grass_03_default: 0.0% → 44.8% (+44.8%) | MAT_8344: 44.8% → 1.8% (-43.0%),1
24,66,6,16,518,DOM_CHANGÉ,MAT_8472,Grass_03_default,Dirt_01: 30.2% → 0.0% (-30.2%) | Grass_03_default: 0.0% → 53.4% (+53.4%) | MAT_8472: 52.6% → 30.2% (-22.4%),1
24,67,6,16,518,DOM_CHANGÉ,MAT_8600,Grass_03_default,Dirt_01: 38.4% → 0.0% (-38.4%) | Grass_03_default: 0.0% → 58.0% (+58.0%) | MAT_8600: 58.0% → 38.4% (-19.6%),1
24,68,6,17,550,DOM_CHANGÉ,MAT_8728,Grass_03_default,Dirt_01: 44.6% → 0.0% (-44.6%) | Grass_03_default: 0.0% → 54.5% (+54.5%) | MAT_8728: 54.5% → 44.6% (-10.0%),1
24,69,6,17,550,DOM_CHANGÉ,MAT_8856,Grass_03_default,Dirt_01: 39.5% → 0.0% (-39.5%) | Grass_03_default: 0.0% → 59.5% (+59.5%) | MAT_8856: 47.9% → 39.5% (-8.4%),1
24,70,6,17,550,DOM_CHANGÉ,MAT_8984,Grass_03_default,Dirt_01: 34.9% → 0.0% (-34.9%) | Grass_03_default: 0.0% → 65.0% (+65.0%) | MAT_8984: 38.2% → 34.9% (-3.3%),1
24,71,6,17,550,DOM_CHANGÉ,MAT_9112,Grass_03_default,Dirt_01: 47.3% → 0.0% (-47.3%) | Grass_03_default: 0.0% → 52.7% (+52.7%) | MAT_9112: 48.8% → 47.3% (-1.5%),1
24,72,6,18,582,DOM_CHANGÉ,MAT_9240,Grass_03_default,Dirt_01: 32.5% → 0.0% (-32.5%) | Grass_03_default: 0.0% → 66.6% (+66.6%) | MAT_9240: 34.7% → 32.5% (-2.2%),1
24,73,6,18,582,DOM_CHANGÉ,MAT_9368,Grass_03_default,Dirt_01: 28.7% → 0.0% (-28.7%) | Grass_03_default: 0.0% → 70.7% (+70.7%) | MAT_9368: 31.4% → 28.7% (-2.6%),1
24,74,6,18,582,DOM_CHANGÉ,Dirt_01,Grass_03_default,Dirt_01: 25.1% → 0.0% (-25.1%) | Grass_03_default: 0.0% → 74.9% (+74.9%) | MAT_9496: 22.3% → 25.1% (+2.9%),1
24,75,6,18,582,DOM_CHANGÉ,MAT_9624,Grass_03_default,Dirt_01: 24.0% → 0.0% (-24.0%) | Grass_03_default: 0.0% → 76.0% (+76.0%),1
24,76,6,19,614,DOM_CHANGÉ,MAT_9752,Grass_03_default,Dirt_01: 31.4% → 0.0% (-31.4%) | Grass_03_default: 0.0% → 68.6% (+68.6%) | MAT_9752: 47.3% → 31.4% (-15.9%),1
24,77,6,19,614,DOM_CHANGÉ,MAT_9880,Grass_03_default,Dirt_01: 25.9% → 0.0% (-25.9%) | Grass_03_default: 0.0% → 74.0% (+74.0%) | MAT_9880: 29.8% → 25.9% (-3.8%),1
24,78,6,19,614,DOM_CHANGÉ,MAT_10008,Grass_03_default,Dirt_01: 32.7% → 0.0% (-32.7%) | Grass_03_default: 0.0% → 66.4% (+66.4%) | MAT_10008: 35.4% → 32.7% (-2.7%),1
24,79,6,19,614,DOM_CHANGÉ,MAT_10136,Grass_03_default,Dirt_01: 28.4% → 0.0% (-28.4%) | Grass_03_default: 0.0% → 70.8% (+70.8%) | MAT_10136: 39.8% → 28.4% (-11.4%),1
24,80,6,20,646,DOM_CHANGÉ,MAT_10264,Grass_03_default,Dirt_01: 26.9% → 0.0% (-26.9%) | Grass_03_default: 0.0% → 31.5% (+31.5%) | MAT_10264: 31.3% → 26.9% (-4.4%),1
24,81,6,20,646,DOM_CHANGÉ,MAT_10392,Grass_03_default,Grass_03_default: 14.4% → 73.5% (+59.1%),1
24,82,6,20,646,DOM_CHANGÉ,MAT_10520,Grass_03_default,Grass_03_default: 2.8% → 61.9% (+59.1%),1
24,83,6,20,646,DOM_CHANGÉ,MAT_10648,Grass_03_default,Grass_03_default: 10.0% → 64.3% (+54.3%),1
24,84,6,21,678,DOM_CHANGÉ,MAT_10776,Grass_03_default,Dirt_01: 34.8% → 0.0% (-34.8%) | Grass_03_default: 0.0% → 41.2% (+41.2%) | MAT_10776: 41.2% → 34.8% (-6.4%),1
24,85,6,21,678,DOM_CHANGÉ,MAT_10904,Grass_03_default,Dirt_01: 36.7% → 0.0% (-36.7%) | Grass_03_default: 0.0% → 53.5% (+53.5%) | MAT_10904: 39.2% → 36.7% (-2.6%),1
24,86,6,21,678,DOM_CHANGÉ,MAT_11032,Grass_03_default,Dirt_01: 23.0% → 0.0% (-23.0%) | Grass_03_default: 0.0% → 76.0% (+76.0%) | MAT_11032: 25.9% → 23.0% (-2.9%),1
24,87,6,21,678,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 80.1% → 0.0% (-80.1%) | Grass_03_default: 0.0% → 85.6% (+85.6%) | MAT_11160: 19.8% → 5.5% (-14.3%),1
25,1,6,0,6,DOM_CHANGÉ,MAT_153,SeaBed_01,MAT_153: 94.3% → 0.0% (-94.3%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
25,2,6,0,6,DOM_CHANGÉ,Dirt_01,MAT_281,Dirt_01: 59.8% → 0.0% (-59.8%) | MAT_281: 0.0% → 71.5% (+71.5%),1
25,3,6,0,6,DOM_CHANGÉ,Dirt_01,Grass_03_default,Dirt_01: 69.9% → 0.0% (-69.9%) | MAT_409: 21.6% → 0.0% (-21.6%),1
25,12,6,3,102,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 82.1% (+82.1%) | MAT_1561: 0.0% → 11.3% (+11.3%),1
25,13,6,3,102,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 97.6% → 0.0% (-97.6%) | Grass_03_default: 0.0% → 87.8% (+87.8%) | MAT_1689: 2.4% → 6.9% (+4.5%),1
25,14,6,3,102,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 83.0% → 0.0% (-83.0%) | Grass_03_default: 0.0% → 83.0% (+83.0%),1
25,15,6,3,102,DOM_CHANGÉ,MAT_1945,Grass_03_default,Grass_03_default: 0.0% → 46.9% (+46.9%) | MAT_1945: 46.9% → 0.5% (-46.4%),1
25,16,6,4,134,DOM_CHANGÉ,MAT_2073,Grass_03_default,Grass_03_default: 0.0% → 29.6% (+29.6%) | MAT_2073: 29.6% → 0.0% (-29.6%),1
25,17,6,4,134,DOM_CHANGÉ,MAT_2201,Grass_03_default,Dirt_01: 10.2% → 0.0% (-10.2%) | Grass_03_default: 0.0% → 49.0% (+49.0%) | MAT_2201: 48.5% → 10.2% (-38.3%),1
25,18,6,4,134,DOM_CHANGÉ,MAT_2329,Grass_03_default,Dirt_01: 5.7% → 0.0% (-5.7%) | Grass_03_default: 0.0% → 79.2% (+79.2%) | MAT_2329: 74.9% → 5.7% (-69.2%),1
25,19,6,4,134,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 67.8% → 0.0% (-67.8%) | Grass_03_default: 0.0% → 67.8% (+67.8%),1
25,20,6,5,166,DOM_CHANGÉ,MAT_2585,Grass_03_default,Dirt_01: 17.6% → 0.0% (-17.6%) | Grass_03_default: 0.0% → 49.3% (+49.3%) | MAT_2585: 49.3% → 17.6% (-31.7%),1
25,21,6,5,166,DOM_CHANGÉ,MAT_2713,Grass_03_default,Dirt_01: 24.0% → 0.0% (-24.0%) | Grass_03_default: 0.0% → 45.5% (+45.5%) | MAT_2713: 45.5% → 24.0% (-21.5%),1
25,22,6,5,166,DOM_CHANGÉ,MAT_2841,Grass_03_default,Dirt_01: 22.3% → 0.0% (-22.3%) | Grass_03_default: 0.0% → 37.7% (+37.7%) | MAT_2841: 37.5% → 22.3% (-15.2%),1
25,23,6,5,166,DOM_CHANGÉ,MAT_2969,Grass_03_default,Dirt_01: 16.7% → 0.0% (-16.7%) | Grass_03_default: 0.0% → 45.3% (+45.3%) | MAT_2969: 45.1% → 16.7% (-28.4%),1
25,24,6,6,198,DOM_CHANGÉ,MAT_3097,Grass_03_default,Dirt_01: 28.1% → 0.0% (-28.1%) | Grass_03_default: 0.0% → 49.1% (+49.1%) | MAT_3097: 49.1% → 28.1% (-21.0%),1
25,25,6,6,198,DOM_CHANGÉ,MAT_3225,Grass_03_default,Dirt_01: 21.4% → 0.0% (-21.4%) | Grass_03_default: 0.0% → 42.2% (+42.2%) | MAT_3225: 42.2% → 21.4% (-20.8%),1
25,26,6,6,198,DOM_CHANGÉ,MAT_3353,Grass_03_default,Dirt_01: 26.5% → 0.0% (-26.5%) | Grass_03_default: 0.0% → 59.1% (+59.1%) | MAT_3353: 40.0% → 26.5% (-13.5%),1
25,27,6,6,198,DOM_CHANGÉ,MAT_3481,Grass_03_default,Dirt_01: 14.9% → 0.0% (-14.9%) | Grass_03_default: 0.0% → 80.6% (+80.6%) | MAT_3481: 27.4% → 14.9% (-12.5%),1
25,28,6,7,230,DOM_CHANGÉ,MAT_3609,Grass_03_default,Dirt_01: 10.9% → 0.0% (-10.9%) | Grass_03_default: 0.0% → 80.5% (+80.5%) | MAT_3609: 23.6% → 10.9% (-12.8%),1
25,29,6,7,230,DOM_CHANGÉ,MAT_3737,Grass_03_default,Dirt_01: 11.4% → 0.0% (-11.4%) | Grass_03_default: 0.0% → 68.5% (+68.5%) | MAT_3737: 18.2% → 11.4% (-6.9%),1
25,30,6,7,230,DOM_CHANGÉ,MAT_3865,Grass_03_default,Dirt_01: 21.4% → 0.0% (-21.4%) | Grass_03_default: 0.0% → 36.5% (+36.5%) | MAT_3865: 36.0% → 21.4% (-14.6%),1
25,31,6,7,230,DOM_CHANGÉ,MAT_3993,Grass_03_default,Dirt_01: 13.8% → 0.0% (-13.8%) | Grass_03_default: 0.0% → 56.8% (+56.8%) | MAT_3993: 56.8% → 13.8% (-43.1%),1
25,32,6,8,262,DOM_CHANGÉ,MAT_4121,Grass_03_default,Dirt_01: 33.0% → 0.0% (-33.0%) | Grass_03_default: 0.0% → 58.5% (+58.5%) | MAT_4121: 58.0% → 33.0% (-25.0%),1
25,33,6,8,262,DOM_CHANGÉ,MAT_4249,Grass_03_default,Dirt_01: 25.4% → 0.0% (-25.4%) | Grass_03_default: 0.0% → 49.0% (+49.0%) | MAT_4249: 49.0% → 25.4% (-23.6%),1
25,34,6,8,262,DOM_CHANGÉ,MAT_4377,Grass_03_default,Dirt_01: 28.3% → 0.0% (-28.3%) | Grass_03_default: 0.0% → 55.1% (+55.1%) | MAT_4377: 55.1% → 28.3% (-26.8%),1
25,35,6,8,262,DOM_CHANGÉ,MAT_4505,Grass_03_default,Dirt_01: 26.3% → 0.0% (-26.3%) | Grass_03_default: 0.0% → 50.3% (+50.3%) | MAT_4505: 50.3% → 26.3% (-24.0%),1
25,36,6,9,294,DOM_CHANGÉ,MAT_4633,Grass_03_default,Dirt_01: 32.8% → 0.0% (-32.8%) | Grass_03_default: 0.0% → 62.0% (+62.0%) | MAT_4633: 62.0% → 32.8% (-29.2%),1
25,37,6,9,294,DOM_CHANGÉ,MAT_4761,Grass_03_default,Dirt_01: 29.2% → 0.0% (-29.2%) | Grass_03_default: 0.0% → 59.9% (+59.9%) | MAT_4761: 58.0% → 29.2% (-28.7%),1
25,38,6,9,294,DOM_CHANGÉ,MAT_4889,Grass_03_default,Dirt_01: 35.9% → 0.0% (-35.9%) | Grass_03_default: 0.0% → 60.5% (+60.5%) | MAT_4889: 60.0% → 35.9% (-24.1%),1
25,39,6,9,294,DOM_CHANGÉ,MAT_5017,Grass_03_default,Dirt_01: 34.0% → 0.0% (-34.0%) | Grass_03_default: 0.0% → 55.1% (+55.1%) | MAT_5017: 55.1% → 34.0% (-21.1%),1
25,40,6,10,326,DOM_CHANGÉ,MAT_5145,Grass_03_default,Dirt_01: 15.7% → 0.0% (-15.7%) | Grass_03_default: 0.0% → 50.6% (+50.6%) | MAT_5145: 50.6% → 15.7% (-34.8%),1
25,41,6,10,326,DOM_CHANGÉ,MAT_5273,Grass_03_default,Grass_03_default: 0.0% → 92.2% (+92.2%) | MAT_5273: 92.0% → 0.6% (-91.4%),1
25,42,6,10,326,DOM_CHANGÉ,MAT_5401,Grass_03_default,Grass_03_default: 0.0% → 99.7% (+99.7%) | MAT_5401: 99.7% → 0.0% (-99.7%),1
25,43,6,10,326,DOM_CHANGÉ,MAT_5529,Grass_03_default,Dirt_01: 13.9% → 0.0% (-13.9%) | Grass_03_default: 0.0% → 86.1% (+86.1%) | MAT_5529: 86.1% → 13.9% (-72.3%),1
25,44,6,11,358,DOM_CHANGÉ,MAT_5657,Grass_03_default,Dirt_01: 13.7% → 0.0% (-13.7%) | Grass_03_default: 0.0% → 85.9% (+85.9%) | MAT_5657: 85.9% → 13.7% (-72.1%),1
25,45,6,11,358,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 97.0% → 0.0% (-97.0%) | Grass_03_default: 0.0% → 97.0% (+97.0%),1
25,46,6,11,358,DOM_CHANGÉ,MAT_5913,Grass_03_default,Grass_03_default: 0.0% → 99.6% (+99.6%) | MAT_5913: 99.6% → 0.0% (-99.6%),1
25,47,6,11,358,DOM_CHANGÉ,MAT_6041,Grass_03_default,Dirt_01: 10.8% → 0.0% (-10.8%) | Grass_03_default: 0.0% → 89.2% (+89.2%) | MAT_6041: 88.5% → 10.8% (-77.7%),1
25,48,6,12,390,DOM_CHANGÉ,MAT_6169,Grass_03_default,Dirt_01: 29.8% → 0.0% (-29.8%) | Grass_03_default: 0.0% → 70.2% (+70.2%) | MAT_6169: 69.6% → 29.8% (-39.9%),1
25,49,6,12,390,DOM_CHANGÉ,MAT_6297,Grass_03_default,Dirt_01: 4.5% → 0.0% (-4.5%) | Grass_03_default: 0.0% → 26.3% (+26.3%) | MAT_6297: 26.3% → 4.5% (-21.9%),1
25,50,6,12,390,DOM_CHANGÉ,MAT_6425,Grass_03_default,Dirt_01: 12.9% → 0.0% (-12.9%) | Grass_03_default: 0.0% → 75.9% (+75.9%) | MAT_6425: 75.9% → 12.9% (-63.0%),1
25,51,6,12,390,DOM_CHANGÉ,MAT_6553,Grass_03_default,Dirt_01: 26.3% → 0.0% (-26.3%) | Grass_03_default: 0.0% → 58.3% (+58.3%) | MAT_6553: 58.3% → 26.3% (-31.9%),1
25,52,6,13,422,DOM_CHANGÉ,MAT_6681,Grass_03_default,Dirt_01: 1.8% → 0.0% (-1.8%) | Grass_03_default: 0.0% → 5.1% (+5.1%) | MAT_6681: 5.1% → 1.8% (-3.3%),1
25,53,6,13,422,DOM_CHANGÉ,MAT_6809,Grass_03_default,Dirt_01: 14.7% → 0.0% (-14.7%) | Grass_03_default: 0.0% → 26.5% (+26.5%) | MAT_6809: 26.5% → 14.7% (-11.8%),1
25,54,6,13,422,DOM_CHANGÉ,MAT_6937,Grass_03_default,Dirt_01: 28.9% → 0.0% (-28.9%) | Grass_03_default: 0.0% → 52.4% (+52.4%) | MAT_6937: 52.4% → 28.9% (-23.5%),1
25,55,6,13,422,DOM_CHANGÉ,MAT_7065,Grass_03_default,Dirt_01: 2.6% → 0.0% (-2.6%) | Grass_03_default: 0.0% → 21.0% (+21.0%) | MAT_7065: 21.0% → 2.6% (-18.4%),1
25,56,6,14,454,DOM_CHANGÉ,MAT_7193,Grass_03_default,Dirt_01: 2.0% → 0.0% (-2.0%) | Grass_03_default: 0.0% → 11.8% (+11.8%) | MAT_7193: 11.8% → 2.0% (-9.8%),1
25,57,6,14,454,DOM_CHANGÉ,MAT_7321,Grass_03_default,Dirt_01: 12.9% → 0.0% (-12.9%) | Grass_03_default: 0.0% → 85.3% (+85.3%) | MAT_7321: 85.2% → 12.9% (-72.3%),1
25,58,6,14,454,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 85.4% → 0.0% (-85.4%) | Grass_03_default: 0.0% → 86.1% (+86.1%),1
25,59,6,14,454,DOM_CHANGÉ,MAT_7577,Grass_03_default,Grass_03_default: 0.0% → 98.0% (+98.0%) | MAT_7577: 98.0% → 0.0% (-98.0%),1
25,60,6,15,486,DOM_CHANGÉ,MAT_7705,Grass_03_default,Dirt_01: 1.3% → 0.0% (-1.3%) | Grass_03_default: 0.0% → 78.3% (+78.3%) | MAT_7705: 78.3% → 1.3% (-77.0%),1
25,61,6,15,486,DOM_CHANGÉ,MAT_7833,Grass_03_default,Grass_03_default: 0.0% → 99.6% (+99.6%) | MAT_7833: 99.5% → 0.0% (-99.5%),1
25,62,6,15,486,DOM_CHANGÉ,MAT_7961,Grass_03_default,Grass_03_default: 0.0% → 43.5% (+43.5%) | MAT_7961: 43.5% → 0.0% (-43.5%),1
25,63,6,15,486,MODIFIÉ,MAT_8089,MAT_8089,Grass_03: 13.8% → 0.0% (-13.8%) | Grass_03_default: 0.0% → 13.8% (+13.8%),1
25,64,6,16,518,DOM_CHANGÉ,MAT_8217,Grass_03_default,Dirt_01: 3.5% → 0.0% (-3.5%) | Grass_03_default: 0.0% → 54.3% (+54.3%) | MAT_8217: 53.7% → 3.5% (-50.2%),1
25,65,6,16,518,DOM_CHANGÉ,MAT_8345,Grass_03_default,Dirt_01: 11.7% → 0.0% (-11.7%) | Grass_03_default: 0.0% → 63.7% (+63.7%) | MAT_8345: 63.7% → 11.7% (-52.0%),1
25,66,6,16,518,DOM_CHANGÉ,MAT_8473,Grass_03_default,Dirt_01: 38.9% → 0.0% (-38.9%) | Grass_03_default: 0.0% → 61.1% (+61.1%) | MAT_8473: 61.1% → 38.9% (-22.2%),1
25,67,6,16,518,DOM_CHANGÉ,MAT_8601,Grass_03_default,Grass_03_default: 0.0% → 61.5% (+61.5%),1
25,68,6,17,550,DOM_CHANGÉ,Dirt_01,Grass_03_default,Dirt_01: 27.1% → 0.0% (-27.1%) | Grass_03_default: 0.0% → 70.8% (+70.8%),1
25,69,6,17,550,DOM_CHANGÉ,Dirt_01,Grass_03_default,Dirt_01: 34.0% → 0.0% (-34.0%) | Grass_03_default: 0.0% → 66.0% (+66.0%),1
25,70,6,17,550,DOM_CHANGÉ,MAT_8985,Grass_03_default,Dirt_01: 24.5% → 0.0% (-24.5%) | Grass_03_default: 0.0% → 70.0% (+70.0%) | MAT_8985: 27.6% → 24.5% (-3.1%),1
25,71,6,17,550,DOM_CHANGÉ,MAT_9113,Grass_03_default,Dirt_01: 39.3% → 0.0% (-39.3%) | Grass_03_default: 0.0% → 57.9% (+57.9%),1
