tx,ty,tile_id,bx_global,by_global,dominant_texture,dominant_pct,n_textures,tex_1,pct_1,tex_2,pct_2,tex_3,pct_3,tex_4,pct_4,tex_5,pct_5,tex_6,pct_6,tex_7,pct_7
10,4,138,41,16,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
10,4,138,42,16,Grass_03,68.54,2,Grass_03,68.54,Dirt_01,31.46,,,,,,,,,,
10,4,138,43,16,Grass_03,59.14,2,Grass_03,59.14,Dirt_01,40.86,,,,,,,,,,
10,4,138,40,17,Grass_03,61.83,4,Grass_03,61.83,Asphalt_01,27.38,Dirt_01,10.0,Debris_Rock_01,0.79,,,,,,
10,4,138,41,17,Grass_03,99.86,1,Grass_03,99.86,,,,,,,,,,,,
10,4,138,42,17,Grass_03,97.89,2,Grass_03,97.89,Dirt_01,2.11,,,,,,,,,,
10,4,138,43,17,Grass_03,96.53,3,Grass_03,96.53,Dirt_01,2.83,Rock_01,0.64,,,,,,,,
10,4,138,40,18,Grass_03,51.14,4,Grass_03,51.14,Asphalt_01,25.05,Dirt_01,21.84,Concrete_01,1.97,,,,,,
10,4,138,41,18,Grass_03,77.78,4,Grass_03,77.78,Asphalt_01,12.93,Dirt_01,5.21,Concrete_01,4.09,,,,,,
10,4,138,42,18,Grass_03,100.0,1,Grass_03,100.0,,,,,,,,,,,,
10,4,138,43,18,Grass_03,98.1,2,Grass_03,98.1,Asphalt_01,1.9,,,,,,,,,,
10,4,138,40,19,Grass_03,58.79,3,Grass_03,58.79,Asphalt_01,29.67,Dirt_01,11.53,,,,,,,,
10,4,138,41,19,Grass_03,58.82,4,Grass_03,58.82,Asphalt_01,30.13,Dirt_01,8.02,Concrete_01,3.02,,,,,,
10,4,138,42,19,Grass_03,89.92,3,Grass_03,89.92,Asphalt_01,8.82,Dirt_01,1.26,,,,,,,,
10,4,138,43,19,Grass_03,99.33,2,Grass_03,99.33,Concrete_01,0.56,,,,,,,,,,
11,4,139,44,16,Grass_03,61.15,2,Grass_03,61.15,Dirt_01,38.85,,,,,,,,,,
11,4,139,45,16,Grass_03,61.29,2,Grass_03,61.29,Dirt_01,38.71,,,,,,,,,,
11,4,139,46,16,Grass_03,58.71,3,Grass_03,58.71,Dirt_01,32.6,Debris_Rock_01,8.69,,,,,,,,
11,4,139,47,16,Grass_03,56.88,4,Grass_03,56.88,Dirt_01,27.0,Debris_Rock_01,14.7,Asphalt_01,1.01,,,,,,
11,4,139,44,17,Grass_03,88.15,3,Grass_03,88.15,Dirt_01,11.25,Rock_01,0.6,,,,,,,,
11,4,139,45,17,Grass_03,70.62,3,Grass_03,70.62,Dirt_01,24.55,Debris_Rock_01,4.83,,,,,,,,
11,4,139,46,17,Grass_03,43.74,3,Grass_03,43.74,Dirt_01,31.54,Debris_Rock_01,24.72,,,,,,,,
11,4,139,47,17,Debris_Rock_01,40.58,3,Debris_Rock_01,40.58,Grass_03,35.8,Dirt_01,23.62,,,,,,,,
11,4,139,44,18,Grass_03,62.6,3,Grass_03,62.6,Asphalt_01,35.44,Concrete_01,1.48,,,,,,,,
11,4,139,45,18,Grass_03,59.53,4,Grass_03,59.53,Asphalt_01,27.39,Dirt_01,8.13,Concrete_01,4.95,,,,,,
11,4,139,46,18,Grass_03,54.91,5,Grass_03,54.91,Dirt_01,22.59,Concrete_01,8.1,Asphalt_01,7.76,Debris_Rock_01,6.65,,,,
11,4,139,47,18,Grass_03,65.77,4,Grass_03,65.77,Dirt_01,13.37,Debris_Rock_01,11.5,Concrete_01,9.37,,,,,,
11,4,139,44,19,Grass_03,67.47,3,Grass_03,67.47,Asphalt_01,27.13,Concrete_01,4.93,,,,,,,,
11,4,139,45,19,Grass_03,74.8,4,Grass_03,74.8,Asphalt_01,18.69,Concrete_01,4.98,Dirt_01,1.53,,,,,,
11,4,139,46,19,Grass_03,63.84,4,Grass_03,63.84,Concrete_01,19.21,Dirt_01,8.54,Asphalt_01,8.41,,,,,,
11,4,139,47,19,Grass_03,74.27,4,Grass_03,74.27,Dirt_01,17.24,Concrete_01,6.45,Debris_Rock_01,1.56,,,,,,
12,4,140,48,16,Grass_03,42.33,5,Grass_03,42.33,Asphalt_01,23.48,Dirt_01,23.41,Debris_Rock_01,8.97,Concrete_01,1.82,,,,
12,4,140,49,16,Grass_03,41.14,3,Grass_03,41.14,Debris_Rock_01,38.74,Dirt_01,20.12,,,,,,,,
12,4,140,50,16,Grass_03,49.9,4,Grass_03,49.9,Dirt_01,29.63,Debris_Rock_01,16.98,Asphalt_01,3.49,,,,,,
12,4,140,51,16,Grass_03,58.52,3,Grass_03,58.52,Dirt_01,29.67,Asphalt_01,11.81,,,,,,,,
12,4,140,48,17,Debris_Rock_01,43.46,4,Debris_Rock_01,43.46,Grass_03,40.07,Dirt_01,13.01,Asphalt_01,3.47,,,,,,
12,4,140,49,17,Debris_Rock_01,43.36,3,Debris_Rock_01,43.36,Grass_03,37.26,Dirt_01,19.38,,,,,,,,
12,4,140,50,17,Grass_03,53.38,4,Grass_03,53.38,Debris_Rock_01,28.89,Dirt_01,16.53,Asphalt_01,1.2,,,,,,
12,4,140,51,17,Grass_03,62.13,3,Grass_03,62.13,Dirt_01,35.43,Asphalt_01,2.43,,,,,,,,
12,4,140,48,18,Grass_03,59.32,3,Grass_03,59.32,Dirt_01,25.68,Debris_Rock_01,14.56,,,,,,,,
12,4,140,49,18,Grass_03,75.63,3,Grass_03,75.63,Debris_Rock_01,13.4,Dirt_01,10.96,,,,,,,,
12,4,140,50,18,Grass_03,78.42,3,Grass_03,78.42,Debris_Rock_01,11.9,Dirt_01,9.68,,,,,,,,
12,4,140,51,18,Grass_03,67.03,2,Grass_03,67.03,Dirt_01,32.97,,,,,,,,,,
12,4,140,48,19,Grass_03,86.16,3,Grass_03,86.16,Dirt_01,12.36,Asphalt_01,1.48,,,,,,,,
12,4,140,49,19,Grass_03,91.24,3,Grass_03,91.24,Dirt_01,7.13,Debris_Rock_01,1.63,,,,,,,,
12,4,140,50,19,Grass_03,64.75,4,Grass_03,64.75,Dirt_01,25.51,Rock_01,7.13,Debris_Rock_01,2.61,,,,,,
12,4,140,51,19,Grass_03,65.72,2,Grass_03,65.72,Dirt_01,34.28,,,,,,,,,,
13,4,141,52,16,Grass_03,69.83,2,Grass_03,69.83,Dirt_01,30.05,,,,,,,,,,
13,4,141,53,16,Grass_03,79.28,3,Grass_03,79.28,Dirt_01,19.95,Asphalt_01,0.77,,,,,,,,
13,4,141,54,16,Grass_03,65.96,2,Grass_03,65.96,Dirt_01,34.04,,,,,,,,,,
13,4,141,55,16,Grass_03,66.51,2,Grass_03,66.51,Dirt_01,33.05,,,,,,,,,,
13,4,141,52,17,Grass_03,67.07,2,Grass_03,67.07,Dirt_01,32.93,,,,,,,,,,
13,4,141,53,17,Grass_03,63.13,3,Grass_03,63.13,Dirt_01,34.96,Rock_01,1.92,,,,,,,,
13,4,141,54,17,Grass_03,57.94,3,Grass_03,57.94,Dirt_01,34.12,Rock_01,7.94,,,,,,,,
13,4,141,55,17,Grass_03,64.34,2,Grass_03,64.34,Dirt_01,35.46,,,,,,,,,,
13,4,141,52,18,Grass_03,65.34,2,Grass_03,65.34,Dirt_01,34.66,,,,,,,,,,
13,4,141,53,18,Grass_03,44.41,3,Grass_03,44.41,Rock_01,29.75,Dirt_01,25.84,,,,,,,,
13,4,141,54,18,Grass_03,42.58,3,Grass_03,42.58,Dirt_01,30.37,Rock_01,27.04,,,,,,,,
13,4,141,55,18,Grass_03,52.32,3,Grass_03,52.32,Dirt_01,31.83,Rock_01,15.84,,,,,,,,
13,4,141,52,19,Grass_03,64.54,2,Grass_03,64.54,Dirt_01,35.46,,,,,,,,,,
13,4,141,53,19,Grass_03,43.78,3,Grass_03,43.78,Rock_01,31.64,Dirt_01,24.58,,,,,,,,
13,4,141,54,19,Grass_03,38.81,3,Grass_03,38.81,Rock_01,31.52,Dirt_01,29.67,,,,,,,,
13,4,141,55,19,Rock_01,50.02,3,Rock_01,50.02,Grass_03,26.54,Dirt_01,23.45,,,,,,,,
14,4,142,56,16,Grass_03,67.21,2,Grass_03,67.21,Dirt_01,32.79,,,,,,,,,,
14,4,142,57,16,Grass_03,67.13,2,Grass_03,67.13,Dirt_01,32.87,,,,,,,,,,
14,4,142,58,16,Grass_03,65.15,2,Grass_03,65.15,Dirt_01,34.85,,,,,,,,,,
14,4,142,59,16,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
14,4,142,56,17,Grass_03,64.53,2,Grass_03,64.53,Dirt_01,35.47,,,,,,,,,,
14,4,142,57,17,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
14,4,142,58,17,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
14,4,142,59,17,Grass_03,64.69,2,Grass_03,64.69,Dirt_01,35.31,,,,,,,,,,
14,4,142,56,18,Grass_03,56.04,3,Grass_03,56.04,Dirt_01,33.37,Rock_01,10.59,,,,,,,,
14,4,142,57,18,Grass_03,64.49,2,Grass_03,64.49,Dirt_01,35.51,,,,,,,,,,
14,4,142,58,18,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
14,4,142,59,18,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
14,4,142,56,19,Rock_01,37.02,3,Rock_01,37.02,Grass_03,36.74,Dirt_01,26.24,,,,,,,,
14,4,142,57,19,Grass_03,64.28,2,Grass_03,64.28,Dirt_01,35.72,,,,,,,,,,
14,4,142,58,19,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
14,4,142,59,19,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
15,4,143,60,16,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
15,4,143,61,16,Grass_03,52.47,3,Grass_03,52.47,Dirt_01,31.57,Rock_01,15.96,,,,,,,,
15,4,143,62,16,Rock_01,37.93,3,Rock_01,37.93,Grass_03,35.18,Dirt_01,26.88,,,,,,,,
15,4,143,63,16,Grass_03,55.91,3,Grass_03,55.91,Dirt_01,39.23,Rock_01,4.86,,,,,,,,
15,4,143,60,17,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
15,4,143,61,17,Grass_03,62.76,3,Grass_03,62.76,Dirt_01,34.73,Rock_01,2.52,,,,,,,,
15,4,143,62,17,Grass_03,50.45,3,Grass_03,50.45,Dirt_01,32.04,Rock_01,17.51,,,,,,,,
15,4,143,63,17,Grass_03,52.59,3,Grass_03,52.59,Dirt_01,37.27,Rock_01,10.13,,,,,,,,
15,4,143,60,18,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
15,4,143,61,18,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
15,4,143,62,18,Grass_03,61.55,2,Grass_03,61.55,Dirt_01,38.45,,,,,,,,,,
15,4,143,63,18,Grass_03,58.65,2,Grass_03,58.65,Dirt_01,41.19,,,,,,,,,,
15,4,143,60,19,Grass_03,64.52,2,Grass_03,64.52,Dirt_01,35.48,,,,,,,,,,
15,4,143,61,19,Grass_03,63.85,2,Grass_03,63.85,Dirt_01,36.15,,,,,,,,,,
15,4,143,62,19,Grass_03,61.3,2,Grass_03,61.3,Dirt_01,38.7,,,,,,,,,,
15,4,143,63,19,Grass_03,58.82,2,Grass_03,58.82,Dirt_01,41.18,,,,,,,,,,
16,4,144,64,16,Grass_03,47.82,3,Grass_03,47.82,Dirt_01,40.81,Rock_01,11.37,,,,,,,,
16,4,144,65,16,Dirt_01,44.73,3,Dirt_01,44.73,Grass_03,40.8,Rock_01,14.47,,,,,,,,
16,4,144,66,16,Rock_01,75.98,3,Rock_01,75.98,Dirt_01,19.85,Grass_03,4.16,,,,,,,,
16,4,144,67,16,Rock_01,41.84,3,Rock_01,41.84,Dirt_01,29.51,SeaBed_01,28.65,,,,,,,,
16,4,144,64,17,Grass_03,46.44,3,Grass_03,46.44,Dirt_01,37.44,Rock_01,16.12,,,,,,,,
16,4,144,65,17,Rock_01,50.2,3,Rock_01,50.2,Dirt_01,27.44,Grass_03,22.36,,,,,,,,
16,4,144,66,17,Rock_01,66.52,3,Rock_01,66.52,Dirt_01,28.78,Grass_03,4.45,,,,,,,,
16,4,144,67,17,SeaBed_01,47.52,3,SeaBed_01,47.52,Rock_01,37.73,Dirt_01,14.75,,,,,,,,
16,4,144,64,18,Grass_03,43.85,3,Grass_03,43.85,Dirt_01,35.47,Rock_01,20.68,,,,,,,,
16,4,144,65,18,Rock_01,69.43,3,Rock_01,69.43,Dirt_01,19.73,Grass_03,10.84,,,,,,,,
16,4,144,66,18,Rock_01,56.08,3,Rock_01,56.08,Dirt_01,40.45,Grass_03,3.1,,,,,,,,
16,4,144,67,18,SeaBed_01,57.53,3,SeaBed_01,57.53,Rock_01,25.68,Dirt_01,16.8,,,,,,,,
16,4,144,64,19,Rock_01,39.86,3,Rock_01,39.86,Grass_03,32.33,Dirt_01,27.81,,,,,,,,
16,4,144,65,19,Rock_01,73.23,3,Rock_01,73.23,Dirt_01,18.57,Grass_03,8.2,,,,,,,,
16,4,144,66,19,Dirt_01,58.95,3,Dirt_01,58.95,Rock_01,34.21,Grass_03,6.46,,,,,,,,
16,4,144,67,19,SeaBed_01,57.94,3,SeaBed_01,57.94,Rock_01,26.95,Dirt_01,14.92,,,,,,,,
17,4,145,68,16,Rock_01,54.38,2,Rock_01,54.38,SeaBed_01,45.35,,,,,,,,,,
17,4,145,69,16,SeaBed_01,99.82,1,SeaBed_01,99.82,,,,,,,,,,,,
17,4,145,70,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
17,4,145,71,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
17,4,145,68,17,Rock_01,51.15,2,Rock_01,51.15,SeaBed_01,48.84,,,,,,,,,,
17,4,145,69,17,SeaBed_01,97.92,2,SeaBed_01,97.92,Rock_01,2.08,,,,,,,,,,
17,4,145,70,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
17,4,145,71,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
17,4,145,68,18,SeaBed_01,56.94,2,SeaBed_01,56.94,Rock_01,43.06,,,,,,,,,,
17,4,145,69,18,SeaBed_01,96.81,2,SeaBed_01,96.81,Rock_01,3.19,,,,,,,,,,
17,4,145,70,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
17,4,145,71,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
17,4,145,68,19,SeaBed_01,54.66,2,SeaBed_01,54.66,Rock_01,45.34,,,,,,,,,,
17,4,145,69,19,SeaBed_01,98.6,2,SeaBed_01,98.6,Rock_01,1.4,,,,,,,,,,
17,4,145,70,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
17,4,145,71,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,72,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,73,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,74,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,75,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,72,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,73,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,74,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,75,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,72,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,73,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,74,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,75,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,72,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,73,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,74,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
18,4,146,75,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,76,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,77,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,78,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,79,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,76,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,77,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,78,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,79,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,76,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,77,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,78,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,79,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,76,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,77,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,78,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
19,4,147,79,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,80,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,81,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,82,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,83,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,80,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,81,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,82,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,83,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,80,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,81,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,82,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,83,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,80,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,81,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,82,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
20,4,148,83,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,84,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,85,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,86,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,87,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,84,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,85,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,86,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,87,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,84,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,85,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,86,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,87,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,84,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,85,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,86,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
21,4,149,87,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,88,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,89,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,90,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,91,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,88,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,89,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,90,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,91,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,88,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,89,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,90,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,91,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,88,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,89,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,90,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
22,4,150,91,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,92,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,93,16,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,94,16,SeaBed_01,99.77,1,SeaBed_01,99.77,,,,,,,,,,,,
23,4,151,95,16,Grass_03,47.0,4,Grass_03,47.0,Pebbles_02,45.97,SeaBed_01,4.45,Grass_02,2.23,,,,,,
23,4,151,92,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,93,17,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,94,17,SeaBed_01,97.52,2,SeaBed_01,97.52,Pebbles_02,2.48,,,,,,,,,,
23,4,151,95,17,Pebbles_02,60.43,4,Pebbles_02,60.43,Grass_03,26.55,Grass_02,10.42,SeaBed_01,2.28,,,,,,
23,4,151,92,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,93,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,94,18,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,95,18,Pebbles_02,41.69,4,Pebbles_02,41.69,SeaBed_01,29.61,Grass_03,25.77,Grass_02,2.63,,,,,,
23,4,151,92,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,93,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,94,19,SeaBed_01,100.0,1,SeaBed_01,100.0,,,,,,,,,,,,
23,4,151,95,19,SeaBed_01,50.24,3,SeaBed_01,50.24,Pebbles_02,41.82,Grass_03,7.73,,,,,,,,
24,4,152,96,16,Grass_03,55.39,3,Grass_03,55.39,Grass_02,33.07,Asphalt_01,11.27,,,,,,,,
24,4,152,97,16,Grass_03,79.65,4,Grass_03,79.65,ForestDeciduous_02,15.74,Grass_02,3.91,Dirt_01,0.7,,,,,,
24,4,152,98,16,Grass_03,70.47,2,Grass_03,70.47,ForestDeciduous_02,29.04,,,,,,,,,,
24,4,152,99,16,Grass_03,87.62,4,Grass_03,87.62,ForestDeciduous_02,6.45,Pebbles_02,4.91,Dirt_01,1.02,,,,,,
24,4,152,96,17,Grass_03,63.85,4,Grass_03,63.85,Grass_02,21.41,Asphalt_01,13.75,Dirt_01,0.99,,,,,,
24,4,152,97,17,Grass_03,97.33,3,Grass_03,97.33,Grass_02,1.51,ForestDeciduous_02,0.95,,,,,,,,
24,4,152,98,17,Grass_03,81.75,3,Grass_03,81.75,ForestDeciduous_02,13.58,Rock_01,4.67,,,,,,,,
24,4,152,99,17,Grass_03,56.59,4,Grass_03,56.59,ForestDeciduous_02,36.07,Pebbles_02,5.32,Dirt_01,2.02,,,,,,
24,4,152,96,18,Grass_03,66.27,5,Grass_03,66.27,Grass_02,14.73,Asphalt_01,13.61,Dirt_01,3.18,ForestDeciduous_02,2.21,,,,
24,4,152,97,18,Grass_03,91.58,3,Grass_03,91.58,ForestDeciduous_02,7.24,Dirt_01,1.1,,,,,,,,
24,4,152,98,18,Grass_03,59.25,3,Grass_03,59.25,ForestDeciduous_02,36.0,Dirt_01,4.76,,,,,,,,
24,4,152,99,18,Grass_03,66.37,4,Grass_03,66.37,ForestDeciduous_02,24.64,Pebbles_02,5.37,Dirt_01,3.62,,,,,,
24,4,152,96,19,Grass_03,67.15,5,Grass_03,67.15,Asphalt_01,11.61,ForestDeciduous_02,10.01,Dirt_01,8.68,Pebbles_02,2.54,,,,
24,4,152,97,19,Grass_03,73.99,4,Grass_03,73.99,ForestDeciduous_02,15.9,Grass_02,8.39,Dirt_01,1.65,,,,,,
24,4,152,98,19,Grass_03,72.75,4,Grass_03,72.75,ForestDeciduous_02,15.86,Grass_02,8.33,Dirt_01,3.06,,,,,,
24,4,152,99,19,Grass_03,52.62,5,Grass_03,52.62,Grass_02,27.72,ForestDeciduous_02,9.39,Pebbles_02,5.48,Dirt_01,4.79,,,,
25,4,153,100,16,ZI_Crop_Field_Cut_01,41.59,4,ZI_Crop_Field_Cut_01,41.59,Grass_03,26.35,ZI_Crop_Field_01,23.95,ForestDeciduous_02,7.89,,,,,,
25,4,153,101,16,Dirt_02,50.23,5,Dirt_02,50.23,Grass_03,39.79,ZI_Crop_Field_01,5.33,Crop_Field_02,2.37,Dirt_01,2.28,,,,
25,4,153,102,16,Grass_03,81.15,3,Grass_03,81.15,ZI_Crop_Field_01,16.89,Dirt_01,1.46,,,,,,,,
25,4,153,103,16,ZI_Crop_Field_01,85.42,2,ZI_Crop_Field_01,85.42,Grass_03,14.58,,,,,,,,,,
25,4,153,100,17,ZI_Crop_Field_Cut_01,59.98,2,ZI_Crop_Field_Cut_01,59.98,Grass_03,40.02,,,,,,,,,,
25,4,153,101,17,Dirt_02,45.8,3,Dirt_02,45.8,Grass_03,38.81,ZI_Crop_Field_Cut_01,15.32,,,,,,,,
