bx_global,by_global,tx,ty,tile_id,status,dominant_main,dominant_test,changes
10,60,2,15,482,DOM_CHANGÉ,MAT_7690,Grass_03_default,Dirt_01: 10.5% → 0.0% (-10.5%) | Grass_03_default: 0.0% → 89.5% (+89.5%) | MAT_7690: 89.5% → 10.5% (-79.0%)
10,61,2,15,482,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
10,62,2,15,482,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
10,63,2,15,482,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
10,64,2,16,514,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
10,65,2,16,514,DOM_CHANGÉ,MAT_8330,Grass_03_default,Dirt_01: 1.2% → 0.0% (-1.2%) | Grass_03_default: 0.0% → 98.8% (+98.8%) | MAT_8330: 98.8% → 1.2% (-97.5%)
10,66,2,16,514,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
10,67,2,16,514,DOM_CHANGÉ,MAT_8586,Grass_03_default,Dirt_01: 8.0% → 0.0% (-8.0%) | Grass_03_default: 0.0% → 92.0% (+92.0%) | MAT_8586: 92.0% → 8.0% (-84.0%)
10,68,2,17,546,DOM_CHANGÉ,MAT_8714,Grass_03_default,Dirt_01: 5.5% → 0.0% (-5.5%) | Grass_03_default: 0.0% → 94.5% (+94.5%) | MAT_8714: 94.0% → 5.5% (-88.6%)
10,69,2,17,546,DOM_CHANGÉ,MAT_8842,Grass_03_default,Dirt_01: 39.4% → 0.0% (-39.4%) | Grass_03_default: 0.0% → 60.6% (+60.6%) | MAT_8842: 59.8% → 39.4% (-20.4%)
10,70,2,17,546,DOM_CHANGÉ,MAT_8970,Grass_03_default,Dirt_01: 21.9% → 0.0% (-21.9%) | Grass_03_default: 0.0% → 61.3% (+61.3%) | MAT_8970: 78.1% → 20.6% (-57.4%)
10,71,2,17,546,DOM_CHANGÉ,MAT_9098,Grass_03_default,Dirt_01: 1.7% → 0.0% (-1.7%) | Grass_03_default: 0.0% → 17.3% (+17.3%) | MAT_9098: 98.2% → 0.0% (-98.2%)
10,72,2,18,578,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 45.1% (-54.9%) | MAT_9226: 0.0% → 3.3% (+3.3%)
10,73,2,18,578,MODIFIÉ,MAT_9354,MAT_9354,Dirt_01: 11.8% → 0.0% (-11.8%) | Grass_03: 0.0% → 16.6% (+16.6%) | MAT_9354: 88.2% → 52.2% (-36.0%)
10,74,2,18,578,MODIFIÉ,MAT_9482,MAT_9482,Dirt_01: 10.0% → 0.0% (-10.0%) | Grass_03: 0.0% → 3.5% (+3.5%)
10,75,2,18,578,MODIFIÉ,MAT_9610,MAT_9610,Dirt_01: 11.2% → 0.0% (-11.2%) | Grass_03: 0.0% → 29.0% (+29.0%) | MAT_9610: 88.8% → 45.0% (-43.8%)
10,76,2,19,610,MODIFIÉ,MAT_9738,MAT_9738,Dirt_01: 5.5% → 0.0% (-5.5%) | Grass_03: 0.0% → 27.4% (+27.4%) | MAT_9738: 92.7% → 40.7% (-52.0%)
10,77,2,19,610,MODIFIÉ,MAT_9866,MAT_9866,Dirt_01: 3.7% → 0.0% (-3.7%) | Grass_03: 0.0% → 31.3% (+31.3%) | MAT_9866: 93.4% → 33.4% (-60.1%)
10,78,2,19,610,MODIFIÉ,MAT_9994,MAT_9994,Dirt_01: 1.6% → 0.0% (-1.6%) | Grass_03: 0.0% → 28.1% (+28.1%) | MAT_9994: 95.8% → 44.9% (-50.9%)
10,79,2,19,610,DOM_CHANGÉ,Grass_03,MAT_10122,Grass_03: 100.0% → 19.4% (-80.6%) | MAT_10122: 0.0% → 59.1% (+59.1%)
10,80,2,20,642,DOM_CHANGÉ,Grass_03,MAT_10250,Grass_03: 100.0% → 11.5% (-88.5%) | MAT_10250: 0.0% → 63.6% (+63.6%)
10,81,2,20,642,DOM_CHANGÉ,Grass_03,MAT_10378,Grass_03: 100.0% → 14.6% (-85.4%) | MAT_10378: 0.0% → 28.8% (+28.8%)
10,82,2,20,642,DOM_CHANGÉ,Grass_03,MAT_10506,Grass_03: 96.4% → 0.0% (-96.4%) | Grass_03_default: 0.0% → 19.9% (+19.9%) | MAT_10506: 3.6% → 28.1% (+24.5%)
10,83,2,20,642,DOM_CHANGÉ,MAT_10634,Grass_03_default,Dirt_01: 20.9% → 0.0% (-20.9%) | Grass_03_default: 0.0% → 31.7% (+31.7%) | MAT_10634: 45.1% → 19.8% (-25.4%)
10,84,2,21,674,DOM_CHANGÉ,MAT_10762,Grass_03_default,Dirt_01: 31.3% → 0.0% (-31.3%) | Grass_03_default: 0.0% → 57.8% (+57.8%) | MAT_10762: 57.8% → 31.3% (-26.5%)
10,85,2,21,674,DOM_CHANGÉ,MAT_10890,Grass_03_default,Dirt_01: 33.9% → 0.0% (-33.9%) | Grass_03_default: 0.0% → 62.1% (+62.1%) | MAT_10890: 62.1% → 33.9% (-28.3%)
10,86,2,21,674,DOM_CHANGÉ,MAT_11018,Grass_03_default,Dirt_01: 37.6% → 0.0% (-37.6%) | Grass_03_default: 0.0% → 62.4% (+62.4%) | MAT_11018: 62.4% → 37.6% (-24.8%)
10,87,2,21,674,DOM_CHANGÉ,MAT_11146,Grass_03_default,Dirt_01: 36.2% → 0.0% (-36.2%) | Grass_03_default: 0.0% → 63.8% (+63.8%) | MAT_11146: 63.8% → 36.2% (-27.7%)
10,88,2,22,706,DOM_CHANGÉ,MAT_11274,Grass_03_default,Dirt_01: 28.7% → 0.0% (-28.7%) | Grass_03_default: 0.0% → 68.2% (+68.2%) | MAT_11274: 67.5% → 27.4% (-40.2%)
10,89,2,22,706,DOM_CHANGÉ,MAT_11402,Grass_03_default,Dirt_01: 3.2% → 0.0% (-3.2%) | Grass_03_default: 0.0% → 29.9% (+29.9%) | MAT_11402: 3.8% → 0.0% (-3.8%)
10,90,2,22,706,DOM_CHANGÉ,Dirt_01,Grass_03,Dirt_01: 6.6% → 0.0% (-6.6%) | Grass_03: 0.0% → 51.0% (+51.0%)
10,91,2,22,706,DOM_CHANGÉ,Dirt_01,Grass_03,Dirt_01: 10.0% → 0.0% (-10.0%) | Grass_03: 0.0% → 52.7% (+52.7%) | MAT_11658: 0.6% → 27.1% (+26.4%)
10,92,2,23,738,NOUVEAU,,Grass_03,bloc absent dans main
10,93,2,23,738,MODIFIÉ,Grass_03,Grass_03,Grass_03: 59.2% → 37.9% (-21.3%) | MAT_11914: 40.8% → 12.8% (-28.0%)
10,94,2,23,738,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 34.4% (-65.6%) | MAT_12042: 0.0% → 19.6% (+19.6%)
10,95,2,23,738,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 47.2% (-52.8%) | MAT_12170: 0.0% → 2.2% (+2.2%)
10,96,2,24,770,DOM_CHANGÉ,Grass_03,MAT_12298,Grass_03: 96.1% → 0.0% (-96.1%) | Grass_03_default: 0.0% → 7.6% (+7.6%) | MAT_12298: 3.9% → 37.6% (+33.8%)
10,97,2,24,770,DOM_CHANGÉ,Dirt_01,Grass_03_default,Dirt_01: 20.1% → 0.0% (-20.1%) | Grass_03_default: 0.0% → 17.2% (+17.2%) | MAT_12426: 19.7% → 17.1% (-2.5%)
10,98,2,24,770,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 24.0% → 0.0% (-24.0%) | Grass_03_default: 0.0% → 24.0% (+24.0%)
10,99,2,24,770,DOM_CHANGÉ,MAT_12682,Grass_03_default,Dirt_01: 9.0% → 0.0% (-9.0%) | Grass_03_default: 0.0% → 19.0% (+19.0%) | MAT_12682: 19.0% → 9.0% (-9.9%)
10,100,2,25,802,DOM_CHANGÉ,Dirt_01,MAT_12810,Dirt_01: 49.9% → 0.0% (-49.9%) | Grass_03_default: 0.0% → 22.2% (+22.2%) | MAT_12810: 22.2% → 49.9% (+27.7%)
10,101,2,25,802,DOM_CHANGÉ,MAT_12938,Grass_03_default,Dirt_01: 8.8% → 0.0% (-8.8%) | Grass_03_default: 0.0% → 32.4% (+32.4%) | MAT_12938: 26.0% → 8.8% (-17.3%)
10,102,2,25,802,DOM_CHANGÉ,MAT_13066,Grass_03_default,Dirt_01: 8.1% → 0.0% (-8.1%) | Grass_03_default: 0.0% → 46.1% (+46.1%) | MAT_13066: 63.1% → 8.0% (-55.2%)
10,103,2,25,802,DOM_CHANGÉ,Grass_03,MAT_13194,Grass_03: 100.0% → 22.4% (-77.6%) | MAT_13194: 0.0% → 26.2% (+26.2%)
10,104,2,26,834,MODIFIÉ,MAT_13322,MAT_13322,Grass_03: 0.0% → 7.1% (+7.1%) | MAT_13322: 98.1% → 81.2% (-16.9%)
10,105,2,26,834,MODIFIÉ,MAT_13450,MAT_13450,Grass_03: 0.0% → 20.4% (+20.4%) | MAT_13450: 100.0% → 68.5% (-31.4%)
10,106,2,26,834,DOM_CHANGÉ,MAT_13578,Grass_03_default,Dirt_01: 1.3% → 0.0% (-1.3%) | Grass_03_default: 0.0% → 26.0% (+26.0%) | MAT_13578: 90.3% → 1.3% (-89.0%)
10,107,2,26,834,DOM_CHANGÉ,Dirt_01,MAT_13706,Dirt_01: 25.6% → 0.0% (-25.6%) | Grass_03_default: 0.0% → 20.9% (+20.9%) | MAT_13706: 1.1% → 25.6% (+24.6%)
10,108,2,27,866,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 65.8% → 0.0% (-65.8%) | MAT_13834: 0.0% → 4.2% (+4.2%) | SeaBed_01: 0.0% → 72.7% (+72.7%)
10,109,2,27,866,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 80.2% → 0.0% (-80.2%) | SeaBed_01: 0.0% → 98.4% (+98.4%)
10,110,2,27,866,DOM_CHANGÉ,MAT_14090,Grass_03_default,Dirt_01: 28.0% → 0.0% (-28.0%) | Grass_03_default: 0.0% → 35.6% (+35.6%) | MAT_14090: 42.3% → 30.9% (-11.4%)
10,111,2,27,866,DOM_CHANGÉ,MAT_14218,Grass_03_default,Dirt_01: 3.5% → 0.0% (-3.5%) | Grass_03_default: 0.0% → 14.1% (+14.1%) | MAT_14218: 85.9% → 0.8% (-85.1%)
10,112,2,28,898,DOM_CHANGÉ,Grass_03,MAT_14346,Grass_03: 100.0% → 0.0% (-100.0%) | MAT_14346: 0.0% → 12.0% (+12.0%)
10,113,2,28,898,DOM_CHANGÉ,Grass_03,MAT_14474,Grass_03: 100.0% → 8.0% (-92.0%) | MAT_14474: 0.0% → 86.3% (+86.3%)
10,114,2,28,898,DOM_CHANGÉ,Grass_03,MAT_14602,Grass_03: 100.0% → 7.7% (-92.3%) | MAT_14602: 0.0% → 85.8% (+85.8%)
10,115,2,28,898,MODIFIÉ,MAT_14730,MAT_14730,Grass_03: 0.0% → 9.6% (+9.6%) | MAT_14730: 99.9% → 64.5% (-35.4%)
10,116,2,29,930,DOM_CHANGÉ,Grass_03,MAT_14858,Grass_03: 100.0% → 20.1% (-79.9%) | MAT_14858: 0.0% → 22.0% (+22.0%)
10,117,2,29,930,DOM_CHANGÉ,MAT_14986,Grass_03_default,Grass_03_default: 0.0% → 1.4% (+1.4%) | MAT_14986: 99.9% → 0.0% (-99.9%)
10,118,2,29,930,SUPPRIMÉ,MAT_15114,,bloc absent dans test
10,119,2,29,930,MODIFIÉ,MAT_15242,MAT_15242,MAT_15242: 99.7% → 61.7% (-38.0%)
10,120,2,30,962,DOM_CHANGÉ,MAT_15370,Grass_03,Dirt_01: 8.8% → 0.0% (-8.8%) | Grass_03: 0.0% → 34.6% (+34.6%) | MAT_15370: 91.2% → 8.6% (-82.6%)
10,121,2,30,962,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 28.3% (-71.7%) | MAT_15498: 0.0% → 24.1% (+24.1%)
10,122,2,30,962,MODIFIÉ,MAT_15626,MAT_15626,Dirt_01: 1.8% → 0.0% (-1.8%) | Grass_03: 0.0% → 26.6% (+26.6%) | MAT_15626: 98.2% → 58.7% (-39.5%)
10,123,2,30,962,DOM_CHANGÉ,MAT_15754,Grass_03,Grass_03: 0.0% → 42.6% (+42.6%) | MAT_15754: 91.1% → 10.9% (-80.3%)
10,124,2,31,994,MODIFIÉ,MAT_15882,MAT_15882,Dirt_01: 29.6% → 0.0% (-29.6%) | MAT_15882: 38.7% → 69.1% (+30.4%)
10,125,2,31,994,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
10,126,2,31,994,DOM_CHANGÉ,MAT_16138,SeaBed_01,MAT_16138: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%)
11,0,2,0,2,DOM_CHANGÉ,SeaBed_01,Pebbles_02,Pebbles_02: 7.8% → 99.7% (+91.9%) | SeaBed_01: 92.2% → 0.0% (-92.2%)
11,1,2,0,2,MODIFIÉ,MAT_139,MAT_139,MAT_139: 83.7% → 14.9% (-68.8%)
11,2,2,0,2,DOM_CHANGÉ,Dirt_01,MAT_267,Dirt_01: 78.9% → 0.0% (-78.9%) | Grass_03: 0.0% → 42.8% (+42.8%) | MAT_267: 21.1% → 56.0% (+34.8%)
11,3,2,0,2,DOM_CHANGÉ,Dirt_01,Grass_03,Dirt_01: 69.7% → 0.0% (-69.7%) | Grass_03: 0.0% → 39.3% (+39.3%) | MAT_395: 30.3% → 14.3% (-16.0%)
11,4,2,1,34,DOM_CHANGÉ,Dirt_01,MAT_523,Dirt_01: 51.8% → 0.0% (-51.8%) | MAT_523: 32.0% → 24.2% (-7.9%)
11,5,2,1,34,DOM_CHANGÉ,Dirt_01,MAT_651,Dirt_01: 52.6% → 0.0% (-52.6%) | MAT_651: 44.0% → 84.4% (+40.3%)
11,6,2,1,34,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 51.6% → 0.0% (-51.6%) | MAT_779: 48.4% → 0.0% (-48.4%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
11,7,2,1,34,DOM_CHANGÉ,MAT_907,SeaBed_01,Dirt_01: 48.0% → 0.0% (-48.0%) | MAT_907: 52.0% → 0.0% (-52.0%) | SeaBed_01: 0.0% → 27.8% (+27.8%)
11,8,2,2,66,MODIFIÉ,MAT_1035,MAT_1035,Dirt_01: 43.8% → 0.0% (-43.8%) | Grass_03: 0.0% → 17.0% (+17.0%) | MAT_1035: 56.2% → 71.0% (+14.7%)
11,9,2,2,66,MODIFIÉ,MAT_1163,MAT_1163,Dirt_01: 39.9% → 0.0% (-39.9%) | Grass_03: 0.0% → 26.8% (+26.8%) | MAT_1163: 60.1% → 27.1% (-33.1%)
11,10,2,2,66,DOM_CHANGÉ,MAT_1291,Grass_03,Dirt_01: 40.3% → 0.0% (-40.3%) | Grass_03: 0.0% → 31.3% (+31.3%) | MAT_1291: 59.7% → 17.8% (-41.9%)
11,11,2,2,66,MODIFIÉ,MAT_1419,MAT_1419,Dirt_01: 8.9% → 0.0% (-8.9%) | Grass_03: 0.0% → 27.1% (+27.1%) | MAT_1419: 91.1% → 40.5% (-50.6%)
11,12,2,3,98,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 35.6% (-64.4%) | MAT_1547: 0.0% → 33.9% (+33.9%)
11,13,2,3,98,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 48.8% (-51.2%) | MAT_1675: 0.0% → 7.5% (+7.5%)
11,14,2,3,98,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 39.5% (-60.5%) | MAT_1803: 0.0% → 30.1% (+30.1%)
11,15,2,3,98,MODIFIÉ,MAT_1931,MAT_1931,Dirt_01: 7.9% → 0.0% (-7.9%) | Grass_03: 0.0% → 31.8% (+31.8%) | MAT_1931: 86.5% → 37.5% (-49.0%)
11,16,2,4,130,DOM_CHANGÉ,MAT_2059,Grass_03,Dirt_01: 1.0% → 0.0% (-1.0%) | Grass_03: 0.0% → 42.5% (+42.5%) | MAT_2059: 98.5% → 14.4% (-84.2%)
11,17,2,4,130,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 44.8% (-55.2%)
11,18,2,4,130,DOM_CHANGÉ,MAT_2315,Grass_03,Grass_03: 0.0% → 53.5% (+53.5%) | MAT_2315: 99.6% → 2.8% (-96.8%)
11,19,2,4,130,DOM_CHANGÉ,MAT_2443,Grass_03,Dirt_01: 10.4% → 0.0% (-10.4%) | Grass_03: 0.0% → 54.9% (+54.9%) | MAT_2443: 89.6% → 6.4% (-83.2%)
11,20,2,5,162,DOM_CHANGÉ,MAT_2571,Grass_03,Grass_03: 0.0% → 37.0% (+37.0%) | MAT_2571: 99.9% → 11.1% (-88.8%)
11,21,2,5,162,DOM_CHANGÉ,MAT_2699,Grass_03,Dirt_01: 21.5% → 0.0% (-21.5%) | Grass_03: 0.0% → 40.7% (+40.7%) | MAT_2699: 78.5% → 13.3% (-65.2%)
11,22,2,5,162,DOM_CHANGÉ,MAT_2827,Grass_03,Dirt_01: 38.7% → 0.0% (-38.7%) | Grass_03: 0.0% → 52.0% (+52.0%) | MAT_2827: 61.3% → 12.0% (-49.3%)
11,23,2,5,162,DOM_CHANGÉ,MAT_2955,Grass_03,Dirt_01: 38.7% → 0.0% (-38.7%) | Grass_03: 0.0% → 49.8% (+49.8%) | MAT_2955: 61.3% → 3.0% (-58.3%)
11,24,2,6,194,DOM_CHANGÉ,MAT_3083,Grass_03,Dirt_01: 38.6% → 0.0% (-38.6%) | Grass_03: 0.0% → 46.9% (+46.9%) | MAT_3083: 61.4% → 0.0% (-61.4%)
11,25,2,6,194,DOM_CHANGÉ,MAT_3211,Grass_03,Dirt_01: 38.4% → 0.0% (-38.4%) | Grass_03: 0.0% → 58.2% (+58.2%) | MAT_3211: 61.6% → 7.4% (-54.2%)
11,26,2,6,194,DOM_CHANGÉ,MAT_3339,Grass_03,Dirt_01: 39.0% → 0.0% (-39.0%) | Grass_03: 0.0% → 56.6% (+56.6%) | MAT_3339: 58.5% → 0.0% (-58.5%)
11,27,2,6,194,DOM_CHANGÉ,MAT_3467,Grass_03,Dirt_01: 34.1% → 0.0% (-34.1%) | Grass_03: 0.0% → 43.5% (+43.5%) | MAT_3467: 65.9% → 6.9% (-59.0%)
11,28,2,7,226,DOM_CHANGÉ,MAT_3595,Grass_03,Dirt_01: 10.8% → 0.0% (-10.8%) | Grass_03: 0.0% → 54.4% (+54.4%) | MAT_3595: 89.2% → 0.0% (-89.2%)
11,29,2,7,226,DOM_CHANGÉ,MAT_3723,Grass_03,Dirt_01: 25.5% → 0.0% (-25.5%) | Grass_03: 0.0% → 39.1% (+39.1%) | MAT_3723: 71.9% → 6.8% (-65.1%)
11,30,2,7,226,DOM_CHANGÉ,MAT_3851,Grass_03,Dirt_01: 5.5% → 0.0% (-5.5%) | Grass_03: 0.0% → 36.3% (+36.3%) | MAT_3851: 94.5% → 6.6% (-87.9%)
11,31,2,7,226,DOM_CHANGÉ,MAT_3979,Grass_03,Dirt_01: 8.5% → 0.0% (-8.5%) | Grass_03: 0.0% → 40.7% (+40.7%) | MAT_3979: 91.5% → 1.4% (-90.2%)
11,32,2,8,258,DOM_CHANGÉ,MAT_4107,Grass_03,Dirt_01: 13.8% → 0.0% (-13.8%) | Grass_03: 0.0% → 39.6% (+39.6%) | MAT_4107: 86.2% → 1.0% (-85.3%)
11,33,2,8,258,DOM_CHANGÉ,MAT_4235,Grass_03,Dirt_01: 8.3% → 0.0% (-8.3%) | Grass_03: 0.0% → 39.7% (+39.7%) | MAT_4235: 91.7% → 0.6% (-91.1%)
11,34,2,8,258,DOM_CHANGÉ,MAT_4363,Grass_03,Dirt_01: 15.4% → 0.0% (-15.4%) | Grass_03: 0.0% → 36.0% (+36.0%) | MAT_4363: 84.6% → 29.2% (-55.5%)
11,35,2,8,258,MODIFIÉ,MAT_4491,MAT_4491,Dirt_01: 15.4% → 0.0% (-15.4%) | Grass_03: 0.0% → 36.7% (+36.7%) | MAT_4491: 84.6% → 52.1% (-32.5%)
11,36,2,9,290,DOM_CHANGÉ,MAT_4619,Grass_03,Dirt_01: 13.6% → 0.0% (-13.6%) | Grass_03: 0.0% → 39.6% (+39.6%) | MAT_4619: 83.5% → 2.3% (-81.2%)
11,37,2,9,290,DOM_CHANGÉ,MAT_4747,Grass_03,Dirt_01: 12.4% → 0.0% (-12.4%) | Grass_03: 0.0% → 42.9% (+42.9%) | MAT_4747: 86.1% → 0.5% (-85.5%)
11,38,2,9,290,DOM_CHANGÉ,MAT_4875,Grass_03,Dirt_01: 11.4% → 0.0% (-11.4%) | Grass_03: 0.0% → 41.5% (+41.5%) | MAT_4875: 88.6% → 0.0% (-88.6%)
11,39,2,9,290,DOM_CHANGÉ,MAT_5003,Grass_03,Dirt_01: 6.1% → 0.0% (-6.1%) | Grass_03: 0.0% → 36.7% (+36.7%) | MAT_5003: 93.9% → 35.0% (-58.9%)
11,40,2,10,322,DOM_CHANGÉ,MAT_5131,Grass_03,Dirt_01: 6.9% → 0.0% (-6.9%) | Grass_03: 0.0% → 31.6% (+31.6%) | MAT_5131: 93.1% → 0.0% (-93.1%)
11,41,2,10,322,MODIFIÉ,MAT_5259,MAT_5259,Dirt_01: 25.6% → 0.0% (-25.6%) | Grass_03: 0.0% → 34.9% (+34.9%) | MAT_5259: 74.4% → 59.3% (-15.2%)
11,42,2,10,322,MODIFIÉ,MAT_5387,MAT_5387,Dirt_01: 29.0% → 0.0% (-29.0%) | Grass_03: 0.0% → 37.6% (+37.6%) | MAT_5387: 71.0% → 53.0% (-18.0%)
11,43,2,10,322,MODIFIÉ,MAT_5515,MAT_5515,Dirt_01: 29.0% → 0.0% (-29.0%) | Grass_03: 0.0% → 34.4% (+34.4%) | MAT_5515: 71.0% → 61.4% (-9.6%)
11,44,2,11,354,MODIFIÉ,MAT_5643,MAT_5643,Dirt_01: 29.0% → 0.0% (-29.0%) | Grass_03: 0.0% → 36.0% (+36.0%) | MAT_5643: 71.0% → 61.1% (-9.9%)
11,45,2,11,354,MODIFIÉ,MAT_5771,MAT_5771,Dirt_01: 28.4% → 0.0% (-28.4%) | Grass_03: 0.0% → 35.7% (+35.7%) | MAT_5771: 71.6% → 44.1% (-27.4%)
11,46,2,11,354,MODIFIÉ,MAT_5899,MAT_5899,Dirt_01: 29.0% → 0.0% (-29.0%) | MAT_5899: 71.0% → 38.1% (-32.9%)
11,47,2,11,354,DOM_CHANGÉ,MAT_6027,Grass_03_default,Dirt_01: 25.9% → 0.0% (-25.9%) | Grass_03_default: 0.0% → 40.7% (+40.7%) | MAT_6027: 73.0% → 13.0% (-60.0%)
11,48,2,12,386,DOM_CHANGÉ,MAT_6155,Grass_03_default,Dirt_01: 5.5% → 0.0% (-5.5%) | Grass_03_default: 0.0% → 94.5% (+94.5%) | MAT_6155: 94.5% → 5.5% (-88.9%)
11,49,2,12,386,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,50,2,12,386,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,51,2,12,386,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,52,2,13,418,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,53,2,13,418,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,54,2,13,418,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,55,2,13,418,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,56,2,14,450,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,57,2,14,450,DOM_CHANGÉ,MAT_7307,Grass_03_default,Dirt_01: 2.7% → 0.0% (-2.7%) | Grass_03_default: 0.0% → 97.3% (+97.3%) | MAT_7307: 97.3% → 2.7% (-94.6%)
11,58,2,14,450,DOM_CHANGÉ,MAT_7435,Grass_03_default,Dirt_01: 19.9% → 0.0% (-19.9%) | Grass_03_default: 0.0% → 80.1% (+80.1%) | MAT_7435: 80.1% → 19.9% (-60.2%)
11,59,2,14,450,DOM_CHANGÉ,MAT_7563,Grass_03_default,Dirt_01: 29.0% → 0.0% (-29.0%) | Grass_03_default: 0.0% → 71.0% (+71.0%) | MAT_7563: 71.0% → 29.0% (-41.9%)
11,60,2,15,482,DOM_CHANGÉ,MAT_7691,Grass_03_default,Dirt_01: 13.5% → 0.0% (-13.5%) | Grass_03_default: 0.0% → 86.5% (+86.5%) | MAT_7691: 86.4% → 13.5% (-72.9%)
11,61,2,15,482,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,62,2,15,482,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 100.0% → 0.0% (-100.0%) | Grass_03_default: 0.0% → 100.0% (+100.0%)
11,63,2,15,482,DOM_CHANGÉ,Grass_03,Grass_03_default,Grass_03: 88.3% → 0.0% (-88.3%) | Grass_03_default: 0.0% → 100.0% (+100.0%) | MAT_8075: 11.7% → 0.0% (-11.7%)
11,64,2,16,514,DOM_CHANGÉ,MAT_8203,Grass_03_default,Dirt_01: 10.8% → 0.0% (-10.8%) | Grass_03_default: 0.0% → 89.2% (+89.2%) | MAT_8203: 38.9% → 10.8% (-28.1%)
11,65,2,16,514,DOM_CHANGÉ,MAT_8331,Grass_03_default,Grass_03_default: 0.0% → 99.9% (+99.9%) | MAT_8331: 83.5% → 0.0% (-83.5%)
11,66,2,16,514,DOM_CHANGÉ,MAT_8459,Grass_03_default,Dirt_01: 5.9% → 0.0% (-5.9%) | Grass_03_default: 0.0% → 94.1% (+94.1%) | MAT_8459: 94.1% → 5.9% (-88.1%)
11,67,2,16,514,DOM_CHANGÉ,MAT_8587,Grass_03_default,Dirt_01: 9.6% → 0.0% (-9.6%) | Grass_03_default: 0.0% → 90.4% (+90.4%) | MAT_8587: 90.4% → 9.6% (-80.8%)
11,68,2,17,546,DOM_CHANGÉ,MAT_8715,Grass_03_default,Dirt_01: 20.0% → 0.0% (-20.0%) | Grass_03_default: 0.0% → 80.0% (+80.0%) | MAT_8715: 80.0% → 20.0% (-59.9%)
11,69,2,17,546,DOM_CHANGÉ,MAT_8843,Grass_03_default,Dirt_01: 49.4% → 0.0% (-49.4%) | Grass_03_default: 0.0% → 50.6% (+50.6%) | MAT_8843: 50.6% → 49.4% (-1.3%)
