tx,ty,tile_id,bx_global,by_global,dominant_texture,dominant_pct,n_textures,tex_1,pct_1,tex_2,pct_2
26,8,282,106,32,MAT_4202,99.88,1,MAT_4202,99.88,,
26,8,282,107,32,MAT_4203,93.91,2,MAT_4203,93.91,Grass_03,6.09
26,8,282,104,33,MAT_4328,80.74,2,MAT_4328,80.74,Dirt_01,0.94
26,8,282,105,33,MAT_4329,52.08,2,MAT_4329,52.08,Dirt_01,5.03
26,8,282,106,33,MAT_4330,99.6,1,MAT_4330,99.6,,
26,8,282,107,33,MAT_4331,98.01,2,MAT_4331,98.01,Grass_03,1.99
26,8,282,104,34,Grass_03,99.87,1,Grass_03,99.87,,
26,8,282,105,34,MAT_4457,80.32,2,MAT_4457,80.32,Dirt_01,2.64
26,8,282,106,34,MAT_4458,13.97,2,MAT_4458,13.97,Dirt_01,3.15
26,8,282,107,34,MAT_4459,99.81,1,MAT_4459,99.81,,
26,8,282,104,35,Grass_03,85.15,2,Grass_03,85.15,MAT_4584,8.63
26,8,282,105,35,MAT_4585,95.18,1,MAT_4585,95.18,,
26,8,282,106,35,MAT_4586,93.08,2,MAT_4586,93.08,Dirt_01,4.59
26,8,282,107,35,MAT_4587,41.37,2,MAT_4587,41.37,Dirt_01,7.05
27,8,283,108,32,MAT_4204,83.32,2,MAT_4204,83.32,Grass_03,16.68
27,8,283,109,32,MAT_4205,19.54,2,MAT_4205,19.54,Dirt_01,2.02
27,8,283,110,32,MAT_4206,20.02,2,MAT_4206,20.02,Dirt_01,3.86
27,8,283,111,32,MAT_4207,46.75,2,MAT_4207,46.75,Dirt_01,9.73
27,8,283,108,33,MAT_4332,99.65,1,MAT_4332,99.65,,
27,8,283,109,33,MAT_4333,98.63,2,MAT_4333,98.63,Grass_03,1.37
27,8,283,110,33,MAT_4334,99.41,2,MAT_4334,99.41,Grass_03,0.59
27,8,283,111,33,MAT_4335,46.23,2,MAT_4335,46.23,Dirt_01,8.08
27,8,283,108,34,MAT_4460,96.73,2,MAT_4460,96.73,Grass_03,3.27
27,8,283,109,34,MAT_4461,96.92,2,MAT_4461,96.92,Grass_03,3.08
27,8,283,110,34,MAT_4462,97.0,2,MAT_4462,97.0,Grass_03,3.0
27,8,283,111,34,MAT_4463,59.5,2,MAT_4463,59.5,Dirt_01,7.2
27,8,283,108,35,MAT_4588,1.1,2,MAT_4588,1.1,Dirt_01,0.56
27,8,283,109,35,MAT_4589,99.62,1,MAT_4589,99.62,,
27,8,283,110,35,MAT_4590,99.53,1,MAT_4590,99.53,,
27,8,283,111,35,MAT_4591,61.45,2,MAT_4591,61.45,Dirt_01,5.73
28,8,284,112,32,MAT_4208,94.11,2,MAT_4208,94.11,Dirt_01,3.56
28,8,284,113,32,MAT_4209,97.08,1,MAT_4209,97.08,,
28,8,284,114,32,MAT_4210,84.49,2,MAT_4210,84.49,Dirt_01,3.54
28,8,284,115,32,MAT_4211,25.5,2,MAT_4211,25.5,Dirt_01,6.71
28,8,284,112,33,MAT_4336,95.26,2,MAT_4336,95.26,Dirt_01,4.74
28,8,284,113,33,MAT_4337,89.97,2,MAT_4337,89.97,Dirt_01,4.71
28,8,284,114,33,MAT_4338,76.74,2,MAT_4338,76.74,Dirt_01,4.02
28,8,284,115,33,MAT_4339,69.11,1,MAT_4339,69.11,,
28,8,284,112,34,MAT_4464,90.38,2,MAT_4464,90.38,Dirt_01,2.33
28,8,284,113,34,MAT_4465,84.74,2,MAT_4465,84.74,Dirt_01,3.89
28,8,284,114,34,MAT_4466,45.62,2,MAT_4466,45.62,Dirt_01,0.84
28,8,284,115,34,MAT_4467,23.8,2,MAT_4467,23.8,Dirt_01,0.86
28,8,284,112,35,MAT_4592,20.49,2,MAT_4592,20.49,Dirt_01,0.68
28,8,284,113,35,MAT_4593,64.57,2,MAT_4593,64.57,Dirt_01,2.22
28,8,284,114,35,MAT_4594,52.15,2,MAT_4594,52.15,Dirt_01,2.75
28,8,284,115,35,MAT_4595,41.09,2,MAT_4595,41.09,Dirt_01,3.4
29,8,285,116,32,MAT_4212,21.5,1,MAT_4212,21.5,,
29,8,285,117,32,MAT_4213,32.58,1,MAT_4213,32.58,,
29,8,285,118,32,Grass_03,32.92,2,Grass_03,32.92,MAT_4214,8.49
29,8,285,119,32,MAT_4215,48.71,2,MAT_4215,48.71,Dirt_01,1.59
29,8,285,116,33,MAT_4340,42.95,1,MAT_4340,42.95,,
29,8,285,117,33,MAT_4341,61.4,2,MAT_4341,61.4,Dirt_01,1.81
29,8,285,118,33,MAT_4342,39.55,2,MAT_4342,39.55,Dirt_01,5.78
29,8,285,119,33,MAT_4343,43.81,2,MAT_4343,43.81,Dirt_01,3.56
29,8,285,116,34,MAT_4468,25.61,2,MAT_4468,25.61,Dirt_01,1.14
29,8,285,117,34,MAT_4469,63.5,2,MAT_4469,63.5,Dirt_01,3.38
29,8,285,118,34,Grass_03,45.52,2,Grass_03,45.52,MAT_4470,3.22
29,8,285,119,34,Grass_03,96.32,2,Grass_03,96.32,MAT_4471,3.65
29,8,285,116,35,MAT_4596,41.95,2,MAT_4596,41.95,Dirt_01,5.9
29,8,285,117,35,MAT_4597,78.09,2,MAT_4597,78.09,Dirt_01,2.95
29,8,285,118,35,MAT_4598,82.39,1,MAT_4598,82.39,,
29,8,285,119,35,Grass_03,100.0,1,Grass_03,100.0,,
30,8,286,120,32,MAT_4216,78.61,2,MAT_4216,78.61,Dirt_01,4.07
30,8,286,121,32,MAT_4217,52.97,2,MAT_4217,52.97,Dirt_01,6.55
30,8,286,122,32,MAT_4218,37.01,2,MAT_4218,37.01,Dirt_01,4.92
30,8,286,123,32,MAT_4219,65.57,2,MAT_4219,65.57,Dirt_01,2.2
30,8,286,120,33,MAT_4344,62.77,1,MAT_4344,62.77,,
30,8,286,121,33,MAT_4345,31.87,1,MAT_4345,31.87,,
30,8,286,122,33,MAT_4346,39.59,1,MAT_4346,39.59,,
30,8,286,123,33,MAT_4347,94.44,2,MAT_4347,94.44,Dirt_01,0.6
30,8,286,120,34,MAT_4472,78.37,1,MAT_4472,78.37,,
30,8,286,121,34,MAT_4473,68.86,1,MAT_4473,68.86,,
30,8,286,122,34,MAT_4474,98.38,2,MAT_4474,98.38,Dirt_01,1.55
30,8,286,123,34,MAT_4475,91.06,2,MAT_4475,91.06,Dirt_01,2.44
30,8,286,120,35,MAT_4600,49.59,2,MAT_4600,49.59,Dirt_01,4.84
30,8,286,121,35,MAT_4601,55.25,1,MAT_4601,55.25,,
30,8,286,122,35,MAT_4602,97.72,1,MAT_4602,97.72,,
30,8,286,123,35,MAT_4603,72.15,2,MAT_4603,72.15,Dirt_01,2.52
31,8,287,124,32,MAT_4220,75.63,1,MAT_4220,75.63,,
31,8,287,125,32,Grass_03,86.72,2,Grass_03,86.72,MAT_4221,10.79
31,8,287,126,32,MAT_4222,82.83,2,MAT_4222,82.83,Dirt_01,3.79
31,8,287,127,32,SeaBed_01,43.77,2,SeaBed_01,43.77,MAT_4223,5.96
31,8,287,124,33,MAT_4348,66.36,2,MAT_4348,66.36,Dirt_01,4.24
31,8,287,125,33,Grass_03,77.72,2,Grass_03,77.72,MAT_4349,14.2
31,8,287,126,33,MAT_4350,81.92,2,MAT_4350,81.92,Dirt_01,3.79
31,8,287,127,33,SeaBed_01,30.26,2,SeaBed_01,30.26,MAT_4351,0.92
31,8,287,124,34,MAT_4476,71.15,2,MAT_4476,71.15,Dirt_01,6.4
31,8,287,125,34,MAT_4477,89.27,2,MAT_4477,89.27,Dirt_01,1.61
31,8,287,126,34,MAT_4478,2.4,1,MAT_4478,2.4,,
31,8,287,127,34,SeaBed_01,20.79,2,SeaBed_01,20.79,MAT_4479,0.71
31,8,287,124,35,MAT_4604,76.97,2,MAT_4604,76.97,Dirt_01,3.88
31,8,287,125,35,MAT_4605,82.63,2,MAT_4605,82.63,Dirt_01,2.81
31,8,287,126,35,MAT_4606,0.51,1,MAT_4606,0.51,,
31,8,287,127,35,SeaBed_01,34.51,1,SeaBed_01,34.51,,
0,9,288,0,36,SeaBed_01,67.73,2,SeaBed_01,67.73,MAT_4608,32.22
0,9,288,1,36,Dirt_01,98.3,2,Dirt_01,98.3,MAT_4609,1.7
0,9,288,2,36,Dirt_01,70.27,2,Dirt_01,70.27,MAT_4610,9.97
0,9,288,3,36,Dirt_01,77.87,2,Dirt_01,77.87,MAT_4611,22.13
0,9,288,0,37,SeaBed_01,85.79,2,SeaBed_01,85.79,MAT_4736,14.14
0,9,288,1,37,Dirt_01,93.56,2,Dirt_01,93.56,MAT_4737,6.44
0,9,288,2,37,Dirt_01,65.88,2,Dirt_01,65.88,MAT_4738,5.77
0,9,288,3,37,Dirt_01,80.47,2,Dirt_01,80.47,MAT_4739,19.53
0,9,288,0,38,SeaBed_01,99.88,1,SeaBed_01,99.88,,
0,9,288,1,38,MAT_4865,99.23,2,MAT_4865,99.23,SeaBed_01,0.72
0,9,288,2,38,Dirt_01,53.25,2,Dirt_01,53.25,MAT_4866,0.91
0,9,288,3,38,Dirt_01,78.3,2,Dirt_01,78.3,MAT_4867,16.13
0,9,288,0,39,SeaBed_01,100.0,1,SeaBed_01,100.0,,
0,9,288,1,39,MAT_4993,99.22,2,MAT_4993,99.22,SeaBed_01,0.78
0,9,288,2,39,Dirt_01,48.95,2,Dirt_01,48.95,MAT_4994,0.53
0,9,288,3,39,Dirt_01,80.25,2,Dirt_01,80.25,MAT_4995,17.1
1,9,289,4,36,Dirt_01,77.44,2,Dirt_01,77.44,MAT_4612,22.56
1,9,289,5,36,Dirt_01,53.89,2,Dirt_01,53.89,MAT_4613,37.13
1,9,289,6,36,Dirt_01,27.34,2,Dirt_01,27.34,MAT_4614,21.29
1,9,289,7,36,MAT_4615,23.99,2,MAT_4615,23.99,Dirt_01,22.58
1,9,289,4,37,Dirt_01,69.19,2,Dirt_01,69.19,MAT_4740,30.51
1,9,289,5,37,Dirt_01,53.17,2,Dirt_01,53.17,MAT_4741,44.64
1,9,289,6,37,MAT_4742,50.39,2,MAT_4742,50.39,Dirt_01,46.8
1,9,289,7,37,MAT_4743,53.05,2,MAT_4743,53.05,Dirt_01,39.22
1,9,289,4,38,Dirt_01,68.66,2,Dirt_01,68.66,MAT_4868,31.34
1,9,289,5,38,Dirt_01,54.35,2,Dirt_01,54.35,MAT_4869,42.32
1,9,289,6,38,MAT_4870,49.87,2,MAT_4870,49.87,Dirt_01,45.84
1,9,289,7,38,MAT_4871,58.7,2,MAT_4871,58.7,Dirt_01,41.3
1,9,289,4,39,Dirt_01,75.11,2,Dirt_01,75.11,MAT_4996,24.89
1,9,289,5,39,Dirt_01,44.56,2,Dirt_01,44.56,MAT_4997,28.68
1,9,289,6,39,Dirt_01,32.0,2,Dirt_01,32.0,MAT_4998,31.42
1,9,289,7,39,MAT_4999,57.26,2,MAT_4999,57.26,Dirt_01,40.33
2,9,290,8,36,MAT_4616,30.99,2,MAT_4616,30.99,Dirt_01,21.38
2,9,290,9,36,MAT_4617,54.62,2,MAT_4617,54.62,Dirt_01,27.24
2,9,290,10,36,MAT_4618,80.06,2,MAT_4618,80.06,Dirt_01,19.4
2,9,290,11,36,MAT_4619,83.45,2,MAT_4619,83.45,Dirt_01,13.59
2,9,290,8,37,MAT_4744,58.9,2,MAT_4744,58.9,Dirt_01,35.08
2,9,290,9,37,MAT_4745,67.53,2,MAT_4745,67.53,Dirt_01,32.36
2,9,290,10,37,MAT_4746,85.72,2,MAT_4746,85.72,Dirt_01,14.24
2,9,290,11,37,MAT_4747,86.06,2,MAT_4747,86.06,Dirt_01,12.41
2,9,290,8,38,MAT_4872,63.3,2,MAT_4872,63.3,Dirt_01,36.7
2,9,290,9,38,MAT_4873,67.34,2,MAT_4873,67.34,Dirt_01,32.66
2,9,290,10,38,MAT_4874,76.8,2,MAT_4874,76.8,Dirt_01,23.2
2,9,290,11,38,MAT_4875,88.6,2,MAT_4875,88.6,Dirt_01,11.38
2,9,290,8,39,MAT_5000,63.36,2,MAT_5000,63.36,Dirt_01,36.64
2,9,290,9,39,MAT_5001,67.23,2,MAT_5001,67.23,Dirt_01,32.77
2,9,290,10,39,MAT_5002,70.78,2,MAT_5002,70.78,Dirt_01,29.22
2,9,290,11,39,MAT_5003,93.9,2,MAT_5003,93.9,Dirt_01,6.1
3,9,291,12,36,MAT_4620,67.44,2,MAT_4620,67.44,Dirt_01,25.79
3,9,291,13,36,MAT_4621,68.62,2,MAT_4621,68.62,Dirt_01,26.4
3,9,291,14,36,MAT_4622,68.58,2,MAT_4622,68.58,Dirt_01,26.43
3,9,291,15,36,MAT_4623,67.12,2,MAT_4623,67.12,Dirt_01,26.3
3,9,291,12,37,MAT_4748,70.53,2,MAT_4748,70.53,Dirt_01,28.21
3,9,291,13,37,MAT_4749,68.98,2,MAT_4749,68.98,Dirt_01,27.82
3,9,291,14,37,MAT_4750,73.14,2,MAT_4750,73.14,Dirt_01,26.86
3,9,291,15,37,MAT_4751,73.95,2,MAT_4751,73.95,Dirt_01,25.77
3,9,291,12,38,MAT_4876,70.75,2,MAT_4876,70.75,Dirt_01,28.95
3,9,291,13,38,MAT_4877,70.97,2,MAT_4877,70.97,Dirt_01,29.03
3,9,291,14,38,MAT_4878,71.93,2,MAT_4878,71.93,Dirt_01,28.07
3,9,291,15,38,MAT_4879,72.57,2,MAT_4879,72.57,Dirt_01,27.43
3,9,291,12,39,MAT_5004,70.97,2,MAT_5004,70.97,Dirt_01,29.03
3,9,291,13,39,MAT_5005,70.97,2,MAT_5005,70.97,Dirt_01,29.03
3,9,291,14,39,MAT_5006,71.72,2,MAT_5006,71.72,Dirt_01,28.28
3,9,291,15,39,MAT_5007,72.43,2,MAT_5007,72.43,Dirt_01,27.57
4,9,292,16,36,MAT_4624,71.85,2,MAT_4624,71.85,Dirt_01,27.53
4,9,292,17,36,MAT_4625,71.53,2,MAT_4625,71.53,Dirt_01,27.01
4,9,292,18,36,MAT_4626,72.84,2,MAT_4626,72.84,Dirt_01,27.16
4,9,292,19,36,MAT_4627,72.58,2,MAT_4627,72.58,Dirt_01,27.42
4,9,292,16,37,MAT_4752,73.37,2,MAT_4752,73.37,Dirt_01,26.63
4,9,292,17,37,MAT_4753,72.22,2,MAT_4753,72.22,Dirt_01,25.74
4,9,292,18,37,MAT_4754,72.39,2,MAT_4754,72.39,Dirt_01,26.92
4,9,292,19,37,MAT_4755,69.41,2,MAT_4755,69.41,Dirt_01,27.12
4,9,292,16,38,MAT_4880,73.64,2,MAT_4880,73.64,Dirt_01,26.36
4,9,292,17,38,MAT_4881,73.18,2,MAT_4881,73.18,Dirt_01,26.82
4,9,292,18,38,MAT_4882,71.43,2,MAT_4882,71.43,Dirt_01,28.57
4,9,292,19,38,MAT_4883,70.99,2,MAT_4883,70.99,Dirt_01,29.01
4,9,292,16,39,MAT_5008,73.87,2,MAT_5008,73.87,Dirt_01,26.13
4,9,292,17,39,MAT_5009,72.09,2,MAT_5009,72.09,Dirt_01,27.91
4,9,292,18,39,MAT_5010,70.97,2,MAT_5010,70.97,Dirt_01,29.03
4,9,292,19,39,MAT_5011,70.97,2,MAT_5011,70.97,Dirt_01,29.03
5,9,293,20,36,MAT_4628,71.54,2,MAT_4628,71.54,Dirt_01,28.19
5,9,293,21,36,MAT_4629,80.92,2,MAT_4629,80.92,Dirt_01,15.25
5,9,293,22,36,MAT_4630,85.1,2,MAT_4630,85.1,Dirt_01,0.88
5,9,293,23,36,MAT_4631,67.63,2,MAT_4631,67.63,Dirt_01,25.23
5,9,293,20,37,MAT_4756,69.53,2,MAT_4756,69.53,Dirt_01,28.04
5,9,293,21,37,MAT_4757,78.6,2,MAT_4757,78.6,Dirt_01,19.98
5,9,293,22,37,Grass_03,91.47,2,Grass_03,91.47,MAT_4758,8.53
5,9,293,23,37,MAT_4759,99.36,2,MAT_4759,99.36,Dirt_01,0.64
5,9,293,20,38,MAT_4884,70.39,2,MAT_4884,70.39,Dirt_01,28.88
5,9,293,21,38,MAT_4885,77.89,2,MAT_4885,77.89,Dirt_01,22.09
5,9,293,22,38,MAT_4886,88.18,2,MAT_4886,88.18,Dirt_01,2.56
5,9,293,23,38,MAT_4887,93.13,2,MAT_4887,93.13,Dirt_01,6.8
5,9,293,20,39,MAT_5012,70.97,2,MAT_5012,70.97,Dirt_01,29.03
5,9,293,21,39,MAT_5013,83.92,2,MAT_5013,83.92,Dirt_01,16.0
5,9,293,22,39,MAT_5014,71.97,2,MAT_5014,71.97,Dirt_01,25.47
5,9,293,23,39,MAT_5015,58.67,2,MAT_5015,58.67,Dirt_01,41.22
6,9,294,24,36,MAT_4632,56.04,2,MAT_4632,56.04,Dirt_01,27.82
6,9,294,25,36,MAT_4633,62.03,2,MAT_4633,62.03,Dirt_01,32.79
6,9,294,26,36,MAT_4634,60.76,2,MAT_4634,60.76,Dirt_01,30.68
6,9,294,27,36,MAT_4635,60.24,2,MAT_4635,60.24,Dirt_01,37.18
6,9,294,24,37,MAT_4760,75.68,2,MAT_4760,75.68,Dirt_01,24.32
6,9,294,25,37,MAT_4761,57.96,2,MAT_4761,57.96,Dirt_01,29.22
6,9,294,26,37,MAT_4762,53.13,2,MAT_4762,53.13,Dirt_01,25.79
6,9,294,27,37,MAT_4763,42.88,2,MAT_4763,42.88,Dirt_01,30.11
6,9,294,24,38,MAT_4888,68.66,2,MAT_4888,68.66,Dirt_01,30.18
6,9,294,25,38,MAT_4889,60.01,2,MAT_4889,60.01,Dirt_01,35.89
6,9,294,26,38,MAT_4890,58.07,2,MAT_4890,58.07,Dirt_01,38.88
6,9,294,27,38,MAT_4891,62.53,2,MAT_4891,62.53,Dirt_01,24.45
6,9,294,24,39,MAT_5016,59.73,2,MAT_5016,59.73,Dirt_01,39.42
6,9,294,25,39,MAT_5017,55.08,2,MAT_5017,55.08,Dirt_01,33.95
6,9,294,26,39,MAT_5018,64.03,2,MAT_5018,64.03,Dirt_01,6.12
6,9,294,27,39,MAT_5019,61.21,2,MAT_5019,61.21,Dirt_01,5.8
7,9,295,28,36,MAT_4636,45.44,2,MAT_4636,45.44,Dirt_01,27.16
7,9,295,29,36,MAT_4637,63.37,2,MAT_4637,63.37,Dirt_01,19.56
7,9,295,30,36,MAT_4638,85.41,2,MAT_4638,85.41,Dirt_01,1.32
7,9,295,31,36,MAT_4639,48.61,2,MAT_4639,48.61,Dirt_01,1.87
7,9,295,28,37,MAT_4764,49.34,2,MAT_4764,49.34,Dirt_01,31.63
7,9,295,29,37,MAT_4765,67.28,2,MAT_4765,67.28,Dirt_01,9.25
7,9,295,30,37,MAT_4766,57.28,2,MAT_4766,57.28,Dirt_01,0.86
7,9,295,31,37,MAT_4767,52.92,2,MAT_4767,52.92,Dirt_01,0.88
7,9,295,28,38,MAT_4892,66.84,2,MAT_4892,66.84,Dirt_01,2.5
7,9,295,29,38,Grass_03,35.82,2,Grass_03,35.82,MAT_4893,13.3
7,9,295,30,38,Grass_03,61.4,2,Grass_03,61.4,MAT_4894,31.17
7,9,295,31,38,MAT_4895,68.9,2,MAT_4895,68.9,Dirt_01,1.35
7,9,295,28,39,MAT_5020,57.25,2,MAT_5020,57.25,Dirt_01,5.3
7,9,295,29,39,MAT_5021,58.01,2,MAT_5021,58.01,Dirt_01,8.98
7,9,295,30,39,MAT_5022,59.42,2,MAT_5022,59.42,Dirt_01,18.45
7,9,295,31,39,MAT_5023,55.48,2,MAT_5023,55.48,Dirt_01,22.55
8,9,296,32,36,MAT_4640,73.22,2,MAT_4640,73.22,Dirt_01,1.55
8,9,296,33,36,Grass_03,67.01,2,Grass_03,67.01,MAT_4641,32.99
8,9,296,34,36,MAT_4642,56.16,2,MAT_4642,56.16,Dirt_01,3.22
8,9,296,35,36,MAT_4643,52.08,2,MAT_4643,52.08,Dirt_01,9.18
8,9,296,32,37,MAT_4768,55.21,2,MAT_4768,55.21,Dirt_01,1.83
8,9,296,33,37,MAT_4769,51.15,2,MAT_4769,51.15,Dirt_01,2.2
8,9,296,34,37,MAT_4770,40.66,2,MAT_4770,40.66,Dirt_01,14.54
8,9,296,35,37,MAT_4771,38.05,2,MAT_4771,38.05,Dirt_01,22.07
8,9,296,32,38,MAT_4896,50.76,2,MAT_4896,50.76,Dirt_01,15.73
8,9,296,33,38,MAT_4897,36.93,2,MAT_4897,36.93,Dirt_01,11.63
8,9,296,34,38,MAT_4898,23.14,2,MAT_4898,23.14,Dirt_01,4.78
8,9,296,35,38,MAT_4899,22.85,2,MAT_4899,22.85,Dirt_01,7.87
8,9,296,32,39,MAT_5024,36.42,2,MAT_5024,36.42,Dirt_01,8.85
8,9,296,33,39,MAT_5025,41.23,1,MAT_5025,41.23,,
8,9,296,34,39,MAT_5026,67.41,2,MAT_5026,67.41,Dirt_01,1.5
8,9,296,35,39,Grass_03,64.88,2,Grass_03,64.88,MAT_5027,21.03
9,9,297,36,36,MAT_4644,59.06,2,MAT_4644,59.06,Dirt_01,3.13
9,9,297,37,36,MAT_4645,43.36,2,MAT_4645,43.36,Grass_03,33.59
9,9,297,38,36,MAT_4646,45.07,2,MAT_4646,45.07,Dirt_01,0.88
9,9,297,39,36,MAT_4647,70.08,1,MAT_4647,70.08,,
9,9,297,36,37,MAT_4772,19.88,2,MAT_4772,19.88,Dirt_01,10.09
9,9,297,37,37,MAT_4773,69.4,2,MAT_4773,69.4,Dirt_01,8.99
9,9,297,38,37,MAT_4774,29.88,2,MAT_4774,29.88,Dirt_01,5.65
9,9,297,39,37,MAT_4775,25.28,2,MAT_4775,25.28,Dirt_01,3.63
9,9,297,36,38,MAT_4900,37.81,2,MAT_4900,37.81,Dirt_01,8.17
9,9,297,37,38,MAT_4901,51.98,2,MAT_4901,51.98,Dirt_01,5.37
9,9,297,38,38,MAT_4902,41.22,2,MAT_4902,41.22,Dirt_01,0.74
9,9,297,39,38,MAT_4903,34.93,2,MAT_4903,34.93,Dirt_01,6.04
9,9,297,36,39,MAT_5028,66.03,1,MAT_5028,66.03,,
9,9,297,37,39,Grass_03,59.07,2,Grass_03,59.07,MAT_5029,40.93
9,9,297,38,39,MAT_5030,64.41,1,MAT_5030,64.41,,
9,9,297,39,39,MAT_5031,73.82,2,MAT_5031,73.82,Dirt_01,0.52
10,9,298,40,36,Grass_03,70.81,2,Grass_03,70.81,MAT_4648,29.19
10,9,298,41,36,MAT_4649,98.82,1,MAT_4649,98.82,,
10,9,298,42,36,Grass_03,100.0,1,Grass_03,100.0,,
10,9,298,43,36,MAT_4651,55.46,2,MAT_4651,55.46,Dirt_01,31.53
10,9,298,40,37,Grass_03,59.97,2,Grass_03,59.97,MAT_4776,40.03
10,9,298,41,37,Grass_03,78.61,2,Grass_03,78.61,MAT_4777,21.39
10,9,298,42,37,MAT_4778,98.45,2,MAT_4778,98.45,Dirt_01,1.55
10,9,298,43,37,MAT_4779,96.33,2,MAT_4779,96.33,Dirt_01,1.08
10,9,298,40,38,Grass_03,95.26,2,Grass_03,95.26,MAT_4904,4.74
10,9,298,41,38,Grass_03,87.23,2,Grass_03,87.23,MAT_4905,12.77
10,9,298,42,38,Grass_03,100.0,1,Grass_03,100.0,,
10,9,298,43,38,Grass_03,100.0,1,Grass_03,100.0,,
10,9,298,40,39,Grass_03,70.05,2,Grass_03,70.05,MAT_5032,29.95
10,9,298,41,39,Grass_03,91.47,2,Grass_03,91.47,MAT_5033,8.53
10,9,298,42,39,MAT_5034,99.94,1,MAT_5034,99.94,,
10,9,298,43,39,MAT_5035,89.62,2,MAT_5035,89.62,Dirt_01,6.68
11,9,299,44,36,MAT_4652,77.63,2,MAT_4652,77.63,Dirt_01,12.69
11,9,299,45,36,MAT_4653,57.54,2,MAT_4653,57.54,Dirt_01,42.46
11,9,299,46,36,Dirt_01,60.16,2,Dirt_01,60.16,MAT_4654,39.84
11,9,299,47,36,Dirt_01,56.16,2,Dirt_01,56.16,MAT_4655,43.51
11,9,299,44,37,MAT_4780,96.68,2,MAT_4780,96.68,Dirt_01,1.08
11,9,299,45,37,Dirt_01,60.37,2,Dirt_01,60.37,MAT_4781,39.63
11,9,299,46,37,Dirt_01,58.73,2,Dirt_01,58.73,MAT_4782,41.27
11,9,299,47,37,Dirt_01,54.88,2,Dirt_01,54.88,MAT_4783,44.64
11,9,299,44,38,MAT_4908,99.38,2,MAT_4908,99.38,Dirt_01,0.62
11,9,299,45,38,Dirt_01,56.31,2,Dirt_01,56.31,MAT_4909,43.69
11,9,299,46,38,Dirt_01,56.01,2,Dirt_01,56.01,MAT_4910,43.99
11,9,299,47,38,Dirt_01,55.16,2,Dirt_01,55.16,MAT_4911,44.84
11,9,299,44,39,MAT_5036,99.96,1,MAT_5036,99.96,,
11,9,299,45,39,MAT_5037,59.47,2,MAT_5037,59.47,Dirt_01,40.53
11,9,299,46,39,Dirt_01,53.83,2,Dirt_01,53.83,MAT_5038,46.17
11,9,299,47,39,Dirt_01,46.74,2,Dirt_01,46.74,MAT_5039,34.92
12,9,300,48,36,Dirt_01,53.0,2,Dirt_01,53.0,MAT_4656,47.0
12,9,300,49,36,Dirt_01,39.75,2,Dirt_01,39.75,MAT_4657,29.52
12,9,300,50,36,MAT_4658,26.09,2,MAT_4658,26.09,SeaBed_01,4.22
12,9,300,51,36,MAT_4659,35.47,2,MAT_4659,35.47,SeaBed_01,31.78
12,9,300,48,37,Dirt_01,53.89,2,Dirt_01,53.89,MAT_4784,42.06
12,9,300,49,37,Dirt_01,28.83,2,Dirt_01,28.83,MAT_4785,10.66
12,9,300,50,37,SeaBed_01,28.84,2,SeaBed_01,28.84,MAT_4786,5.67
12,9,300,51,37,SeaBed_01,80.33,1,SeaBed_01,80.33,,
12,9,300,48,38,Dirt_01,49.12,2,Dirt_01,49.12,MAT_4912,28.79
12,9,300,49,38,MAT_4913,34.53,2,MAT_4913,34.53,SeaBed_01,1.77
12,9,300,50,38,SeaBed_01,73.27,1,SeaBed_01,73.27,,
12,9,300,51,38,SeaBed_01,53.41,2,SeaBed_01,53.41,MAT_4915,46.59
12,9,300,48,39,Dirt_01,41.67,2,Dirt_01,41.67,MAT_5040,11.97
12,9,300,49,39,MAT_5041,39.43,2,MAT_5041,39.43,SeaBed_01,12.81
12,9,300,50,39,SeaBed_01,99.8,1,SeaBed_01,99.8,,
12,9,300,51,39,SeaBed_01,64.37,2,SeaBed_01,64.37,MAT_5043,35.63
13,9,301,52,36,SeaBed_01,55.91,1,SeaBed_01,55.91,,
13,9,301,53,36,SeaBed_01,78.23,2,SeaBed_01,78.23,MAT_4661,21.77
13,9,301,54,36,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,55,36,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,52,37,SeaBed_01,49.14,1,SeaBed_01,49.14,,
13,9,301,53,37,SeaBed_01,99.87,1,SeaBed_01,99.87,,
13,9,301,54,37,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,55,37,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,52,38,SeaBed_01,88.97,2,SeaBed_01,88.97,MAT_4916,11.03
13,9,301,53,38,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,54,38,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,55,38,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,52,39,SeaBed_01,85.18,2,SeaBed_01,85.18,MAT_5044,14.82
13,9,301,53,39,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,54,39,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,9,301,55,39,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,9,302,56,36,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,9,302,57,36,SeaBed_01,100.0,1,SeaBed_01,100.0,,
