================================================================================
MONITEUR MÉMOIRE REFORGER WORKBENCH - 2026-06-09 13:02:04
================================================================================
Intervalle: 1.0s
GPU détecté: AMD Radeon 780M Graphics
================================================================================

[13:02:04] +   0.0s | RAM: 11.24/27.65 GB ( 40.7%) | VRAM: N/A
[13:07:02] + 297.2s | RAM: 13.23/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:03] + 298.2s | RAM: 13.23/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:04] + 299.2s | RAM: 13.22/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:05] + 300.2s | RAM: 13.22/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:06] + 301.2s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:07] + 302.3s | RAM: 13.22/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:08] + 303.3s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:07:09] + 304.3s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:07:10] + 305.4s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:07:11] + 306.4s | RAM: 13.46/27.65 GB ( 48.7%) | VRAM: N/A
[13:07:12] + 307.4s | RAM: 13.48/27.65 GB ( 48.8%) | VRAM: N/A
[13:07:13] + 308.4s | RAM: 13.46/27.65 GB ( 48.7%) | VRAM: N/A
[13:07:14] + 309.5s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:07:15] + 310.5s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:16] + 311.5s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:07:17] + 312.5s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:18] + 313.5s | RAM: 13.45/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:19] + 314.5s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:20] + 315.5s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:21] + 316.5s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:22] + 317.6s | RAM: 13.42/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:23] + 318.6s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:24] + 319.6s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:07:25] + 320.6s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:07:26] + 321.6s | RAM: 13.45/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:27] + 322.6s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:28] + 323.6s | RAM: 13.45/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:29] + 324.6s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:30] + 325.7s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:31] + 326.7s | RAM: 13.47/27.65 GB ( 48.7%) | VRAM: N/A
[13:07:32] + 327.7s | RAM: 13.45/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:33] + 328.7s | RAM: 13.42/27.65 GB ( 48.5%) | VRAM: N/A
[13:07:34] + 329.8s | RAM: 13.42/27.65 GB ( 48.5%) | VRAM: N/A
[13:07:35] + 330.8s | RAM: 13.42/27.65 GB ( 48.5%) | VRAM: N/A
[13:07:36] + 331.8s | RAM: 13.42/27.65 GB ( 48.5%) | VRAM: N/A
[13:07:37] + 332.8s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:07:38] + 333.8s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:07:39] + 334.8s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:07:40] + 335.9s | RAM: 13.20/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:41] + 336.9s | RAM: 13.20/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:42] + 337.9s | RAM: 13.20/27.65 GB ( 47.7%) | VRAM: N/A
[13:07:43] + 338.9s | RAM: 13.23/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:44] + 339.9s | RAM: 13.22/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:45] + 340.9s | RAM: 13.23/27.65 GB ( 47.8%) | VRAM: N/A
[13:07:46] + 342.0s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:47] + 343.0s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:48] + 344.0s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:49] + 345.0s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:51] + 346.1s | RAM: 13.42/27.65 GB ( 48.5%) | VRAM: N/A
[13:07:52] + 347.1s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:53] + 348.1s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:54] + 349.1s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:55] + 350.2s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:56] + 351.2s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:07:57] + 352.2s | RAM: 13.28/27.65 GB ( 48.1%) | VRAM: N/A
[13:07:58] + 353.2s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:07:59] + 354.2s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:08:00] + 355.2s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:08:01] + 356.2s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:08:02] + 357.3s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:08:03] + 358.3s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:08:04] + 359.3s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:08:05] + 360.3s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:08:06] + 361.3s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:08:07] + 362.4s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:08:08] + 363.4s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:08:09] + 364.4s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:10] + 365.4s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:08:11] + 366.5s | RAM: 13.47/27.65 GB ( 48.7%) | VRAM: N/A
[13:08:12] + 367.5s | RAM: 13.47/27.65 GB ( 48.7%) | VRAM: N/A
[13:08:13] + 368.5s | RAM: 13.52/27.65 GB ( 48.9%) | VRAM: N/A
[13:08:14] + 369.5s | RAM: 13.51/27.65 GB ( 48.9%) | VRAM: N/A
[13:08:15] + 370.6s | RAM: 13.51/27.65 GB ( 48.9%) | VRAM: N/A
[13:08:16] + 371.6s | RAM: 13.68/27.65 GB ( 49.5%) | VRAM: N/A
[13:08:17] + 372.6s | RAM: 13.52/27.65 GB ( 48.9%) | VRAM: N/A
[13:08:18] + 373.6s | RAM: 13.51/27.65 GB ( 48.9%) | VRAM: N/A
[13:08:19] + 374.6s | RAM: 13.49/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:20] + 375.6s | RAM: 13.49/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:21] + 376.6s | RAM: 13.49/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:22] + 377.7s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:08:23] + 378.7s | RAM: 13.49/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:24] + 379.7s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:25] + 380.7s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:26] + 381.7s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:27] + 382.8s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:08:28] + 383.8s | RAM: 14.27/27.65 GB ( 51.6%) | VRAM: N/A
[13:08:29] + 384.8s | RAM: 14.80/27.65 GB ( 53.5%) | VRAM: N/A
[13:08:30] + 385.8s | RAM: 15.34/27.65 GB ( 55.5%) | VRAM: N/A
[13:08:31] + 386.8s | RAM: 15.82/27.65 GB ( 57.2%) | VRAM: N/A
[13:08:32] + 387.8s | RAM: 16.43/27.65 GB ( 59.4%) | VRAM: N/A
[13:08:33] + 388.8s | RAM: 17.16/27.65 GB ( 62.1%) | VRAM: N/A
[13:08:34] + 389.9s | RAM: 17.82/27.65 GB ( 64.5%) | VRAM: N/A
[13:08:35] + 390.9s | RAM: 18.46/27.65 GB ( 66.8%) | VRAM: N/A
[13:08:36] + 391.9s | RAM: 18.74/27.65 GB ( 67.8%) | VRAM: N/A
[13:08:37] + 392.9s | RAM: 19.05/27.65 GB ( 68.9%) | VRAM: N/A
[13:08:39] + 394.9s | RAM: 19.18/27.65 GB ( 69.4%) | VRAM: N/A
[13:08:42] + 397.2s | RAM: 21.10/27.65 GB ( 76.3%) | VRAM: N/A
[13:08:43] + 398.2s | RAM: 22.11/27.65 GB ( 80.0%) | VRAM: N/A
[13:08:44] + 399.3s | RAM: 22.99/27.65 GB ( 83.2%) | VRAM: N/A
[13:08:45] + 400.3s | RAM: 23.81/27.65 GB ( 86.1%) | VRAM: N/A
[13:08:46] + 401.3s | RAM: 24.40/27.65 GB ( 88.3%) | VRAM: N/A
[13:08:47] + 402.3s | RAM: 16.90/27.65 GB ( 61.1%) | VRAM: N/A
[13:08:48] + 403.3s | RAM: 13.64/27.65 GB ( 49.4%) | VRAM: N/A
[13:08:49] + 404.3s | RAM: 13.60/27.65 GB ( 49.2%) | VRAM: N/A
[13:08:50] + 405.3s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:08:51] + 406.3s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:08:52] + 407.4s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:08:53] + 408.4s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:08:54] + 409.4s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:08:55] + 410.4s | RAM: 13.48/27.65 GB ( 48.8%) | VRAM: N/A
[13:08:56] + 411.5s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:08:57] + 412.5s | RAM: 13.37/27.65 GB ( 48.3%) | VRAM: N/A
[13:08:58] + 413.5s | RAM: 13.41/27.65 GB ( 48.5%) | VRAM: N/A
[13:08:59] + 414.5s | RAM: 14.04/27.65 GB ( 50.8%) | VRAM: N/A
[13:09:00] + 415.5s | RAM: 14.50/27.65 GB ( 52.5%) | VRAM: N/A
[13:09:01] + 416.5s | RAM: 14.53/27.65 GB ( 52.6%) | VRAM: N/A
[13:09:02] + 417.6s | RAM: 14.39/27.65 GB ( 52.0%) | VRAM: N/A
[13:09:03] + 418.6s | RAM: 14.39/27.65 GB ( 52.1%) | VRAM: N/A
[13:09:04] + 419.6s | RAM: 14.30/27.65 GB ( 51.7%) | VRAM: N/A
[13:09:05] + 420.6s | RAM: 14.22/27.65 GB ( 51.4%) | VRAM: N/A
[13:09:06] + 421.6s | RAM: 14.15/27.65 GB ( 51.2%) | VRAM: N/A
[13:09:07] + 422.7s | RAM: 14.19/27.65 GB ( 51.3%) | VRAM: N/A
[13:09:08] + 423.7s | RAM: 14.29/27.65 GB ( 51.7%) | VRAM: N/A
[13:09:09] + 424.7s | RAM: 14.23/27.65 GB ( 51.5%) | VRAM: N/A
[13:09:10] + 425.7s | RAM: 14.18/27.65 GB ( 51.3%) | VRAM: N/A
[13:09:11] + 426.8s | RAM: 14.18/27.65 GB ( 51.3%) | VRAM: N/A
[13:09:12] + 427.8s | RAM: 14.14/27.65 GB ( 51.1%) | VRAM: N/A
[13:09:13] + 428.8s | RAM: 14.13/27.65 GB ( 51.1%) | VRAM: N/A
[13:09:14] + 429.9s | RAM: 14.26/27.65 GB ( 51.6%) | VRAM: N/A
[13:09:15] + 430.9s | RAM: 14.08/27.65 GB ( 50.9%) | VRAM: N/A
[13:09:16] + 431.9s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:09:17] + 432.9s | RAM: 14.02/27.65 GB ( 50.7%) | VRAM: N/A
[13:09:18] + 434.0s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:09:19] + 435.0s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:09:20] + 436.0s | RAM: 14.13/27.65 GB ( 51.1%) | VRAM: N/A
[13:09:21] + 437.0s | RAM: 13.93/27.65 GB ( 50.4%) | VRAM: N/A
[13:09:23] + 438.0s | RAM: 13.91/27.65 GB ( 50.3%) | VRAM: N/A
[13:09:24] + 439.1s | RAM: 13.91/27.65 GB ( 50.3%) | VRAM: N/A
[13:09:25] + 440.1s | RAM: 13.89/27.65 GB ( 50.2%) | VRAM: N/A
[13:09:26] + 441.1s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:09:27] + 442.1s | RAM: 13.87/27.65 GB ( 50.2%) | VRAM: N/A
[13:09:28] + 443.2s | RAM: 13.85/27.65 GB ( 50.1%) | VRAM: N/A
[13:09:29] + 444.2s | RAM: 13.83/27.65 GB ( 50.0%) | VRAM: N/A
[13:09:30] + 445.2s | RAM: 13.81/27.65 GB ( 49.9%) | VRAM: N/A
[13:09:31] + 446.2s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:09:32] + 447.3s | RAM: 13.80/27.65 GB ( 49.9%) | VRAM: N/A
[13:09:33] + 448.3s | RAM: 13.81/27.65 GB ( 49.9%) | VRAM: N/A
[13:09:34] + 449.3s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:09:35] + 450.3s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:09:36] + 451.4s | RAM: 13.75/27.65 GB ( 49.8%) | VRAM: N/A
[13:09:37] + 452.4s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:09:38] + 453.4s | RAM: 13.70/27.65 GB ( 49.5%) | VRAM: N/A
[13:09:39] + 454.4s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:09:40] + 455.4s | RAM: 13.69/27.65 GB ( 49.5%) | VRAM: N/A
[13:09:41] + 456.5s | RAM: 13.47/27.65 GB ( 48.7%) | VRAM: N/A
[13:09:42] + 457.5s | RAM: 13.42/27.65 GB ( 48.5%) | VRAM: N/A
[13:09:43] + 458.5s | RAM: 13.38/27.65 GB ( 48.4%) | VRAM: N/A
[13:09:44] + 459.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:09:45] + 460.5s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:09:46] + 461.5s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:09:47] + 462.5s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:09:48] + 463.6s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:09:49] + 464.6s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:09:50] + 465.6s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:09:51] + 466.6s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:09:52] + 467.7s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:09:53] + 468.7s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:09:54] + 469.7s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:09:55] + 470.7s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:09:56] + 471.7s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:09:57] + 472.7s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:09:58] + 473.7s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:09:59] + 474.7s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:10:00] + 475.8s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:10:01] + 476.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:10:02] + 477.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:10:03] + 478.8s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:10:04] + 479.8s | RAM: 14.25/27.65 GB ( 51.5%) | VRAM: N/A
[13:10:05] + 480.9s | RAM: 16.22/27.65 GB ( 58.7%) | VRAM: N/A
[13:10:06] + 481.9s | RAM: 17.27/27.65 GB ( 62.5%) | VRAM: N/A
[13:10:07] + 483.0s | RAM: 18.22/27.65 GB ( 65.9%) | VRAM: N/A
[13:10:08] + 484.0s | RAM: 18.49/27.65 GB ( 66.9%) | VRAM: N/A
[13:10:09] + 485.0s | RAM: 18.48/27.65 GB ( 66.8%) | VRAM: N/A
[13:10:11] + 486.0s | RAM: 18.44/27.65 GB ( 66.7%) | VRAM: N/A
[13:10:12] + 487.0s | RAM: 18.46/27.65 GB ( 66.8%) | VRAM: N/A
[13:10:13] + 488.1s | RAM: 18.47/27.65 GB ( 66.8%) | VRAM: N/A
[13:10:14] + 489.1s | RAM: 18.46/27.65 GB ( 66.8%) | VRAM: N/A
[13:10:15] + 490.1s | RAM: 18.46/27.65 GB ( 66.8%) | VRAM: N/A
[13:10:16] + 491.3s | RAM: 18.46/27.65 GB ( 66.8%) | VRAM: N/A
[13:10:19] + 494.8s | RAM: 20.24/27.65 GB ( 73.2%) | VRAM: N/A
[13:10:20] + 495.8s | RAM: 21.43/27.65 GB ( 77.5%) | VRAM: N/A
[13:10:21] + 496.8s | RAM: 22.44/27.65 GB ( 81.2%) | VRAM: N/A
[13:10:22] + 497.8s | RAM: 23.53/27.65 GB ( 85.1%) | VRAM: N/A
[13:10:23] + 498.8s | RAM: 18.28/27.65 GB ( 66.1%) | VRAM: N/A
[13:10:24] + 499.8s | RAM: 14.27/27.65 GB ( 51.6%) | VRAM: N/A
[13:10:25] + 500.9s | RAM: 14.02/27.65 GB ( 50.7%) | VRAM: N/A
[13:10:26] + 501.9s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:10:27] + 503.0s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:10:28] + 504.0s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:10:29] + 505.0s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:10:30] + 506.0s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:10:31] + 507.0s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:10:32] + 508.0s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:10:34] + 509.0s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:10:35] + 510.1s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:10:36] + 511.1s | RAM: 13.81/27.65 GB ( 50.0%) | VRAM: N/A
[13:10:37] + 512.1s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:10:38] + 513.2s | RAM: 13.93/27.65 GB ( 50.4%) | VRAM: N/A
[13:10:39] + 514.2s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:10:40] + 515.2s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:10:41] + 516.2s | RAM: 13.89/27.65 GB ( 50.2%) | VRAM: N/A
[13:10:42] + 517.3s | RAM: 14.68/27.65 GB ( 53.1%) | VRAM: N/A
[13:10:43] + 518.3s | RAM: 14.79/27.65 GB ( 53.5%) | VRAM: N/A
[13:10:44] + 519.3s | RAM: 14.85/27.65 GB ( 53.7%) | VRAM: N/A
[13:10:45] + 520.3s | RAM: 14.75/27.65 GB ( 53.4%) | VRAM: N/A
[13:10:46] + 521.4s | RAM: 14.61/27.65 GB ( 52.9%) | VRAM: N/A
[13:10:47] + 522.4s | RAM: 14.62/27.65 GB ( 52.9%) | VRAM: N/A
[13:10:48] + 523.4s | RAM: 14.54/27.65 GB ( 52.6%) | VRAM: N/A
[13:10:49] + 524.4s | RAM: 14.47/27.65 GB ( 52.4%) | VRAM: N/A
[13:10:50] + 525.4s | RAM: 14.41/27.65 GB ( 52.1%) | VRAM: N/A
[13:10:51] + 526.4s | RAM: 14.45/27.65 GB ( 52.3%) | VRAM: N/A
[13:10:52] + 527.5s | RAM: 14.37/27.65 GB ( 52.0%) | VRAM: N/A
[13:10:53] + 528.5s | RAM: 14.32/27.65 GB ( 51.8%) | VRAM: N/A
[13:10:54] + 529.5s | RAM: 14.29/27.65 GB ( 51.7%) | VRAM: N/A
[13:10:55] + 530.5s | RAM: 14.30/27.65 GB ( 51.7%) | VRAM: N/A
[13:10:56] + 531.5s | RAM: 14.27/27.65 GB ( 51.6%) | VRAM: N/A
[13:10:57] + 532.5s | RAM: 14.25/27.65 GB ( 51.6%) | VRAM: N/A
[13:10:58] + 533.6s | RAM: 14.39/27.65 GB ( 52.1%) | VRAM: N/A
[13:10:59] + 534.6s | RAM: 14.22/27.65 GB ( 51.4%) | VRAM: N/A
[13:11:00] + 535.7s | RAM: 14.19/27.65 GB ( 51.3%) | VRAM: N/A
[13:11:01] + 536.7s | RAM: 14.16/27.65 GB ( 51.2%) | VRAM: N/A
[13:11:02] + 537.8s | RAM: 14.13/27.65 GB ( 51.1%) | VRAM: N/A
[13:11:03] + 538.8s | RAM: 14.15/27.65 GB ( 51.2%) | VRAM: N/A
[13:11:04] + 539.8s | RAM: 14.31/27.65 GB ( 51.7%) | VRAM: N/A
[13:11:05] + 540.8s | RAM: 14.09/27.65 GB ( 51.0%) | VRAM: N/A
[13:11:06] + 541.8s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:07] + 542.9s | RAM: 14.06/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:08] + 543.9s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:11:09] + 544.9s | RAM: 14.03/27.65 GB ( 50.7%) | VRAM: N/A
[13:11:10] + 545.9s | RAM: 14.04/27.65 GB ( 50.8%) | VRAM: N/A
[13:11:11] + 546.9s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:11:12] + 547.9s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:11:13] + 548.9s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:14] + 550.0s | RAM: 13.96/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:16] + 551.0s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:11:17] + 552.1s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:11:18] + 553.1s | RAM: 13.96/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:19] + 554.1s | RAM: 13.95/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:20] + 555.1s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:11:21] + 556.1s | RAM: 13.93/27.65 GB ( 50.4%) | VRAM: N/A
[13:11:22] + 557.1s | RAM: 13.92/27.65 GB ( 50.4%) | VRAM: N/A
[13:11:23] + 558.2s | RAM: 14.13/27.65 GB ( 51.1%) | VRAM: N/A
[13:11:24] + 559.2s | RAM: 14.31/27.65 GB ( 51.7%) | VRAM: N/A
[13:11:25] + 560.2s | RAM: 14.18/27.65 GB ( 51.3%) | VRAM: N/A
[13:11:26] + 561.2s | RAM: 14.17/27.65 GB ( 51.3%) | VRAM: N/A
[13:11:27] + 562.2s | RAM: 14.14/27.65 GB ( 51.2%) | VRAM: N/A
[13:11:28] + 563.2s | RAM: 14.15/27.65 GB ( 51.2%) | VRAM: N/A
[13:11:29] + 564.2s | RAM: 14.14/27.65 GB ( 51.1%) | VRAM: N/A
[13:11:30] + 565.2s | RAM: 14.18/27.65 GB ( 51.3%) | VRAM: N/A
[13:11:31] + 566.3s | RAM: 14.13/27.65 GB ( 51.1%) | VRAM: N/A
[13:11:32] + 567.3s | RAM: 14.13/27.65 GB ( 51.1%) | VRAM: N/A
[13:11:33] + 568.3s | RAM: 13.92/27.65 GB ( 50.3%) | VRAM: N/A
[13:11:34] + 569.3s | RAM: 13.89/27.65 GB ( 50.2%) | VRAM: N/A
[13:11:35] + 570.3s | RAM: 13.88/27.65 GB ( 50.2%) | VRAM: N/A
[13:11:36] + 571.3s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:11:37] + 572.3s | RAM: 13.81/27.65 GB ( 49.9%) | VRAM: N/A
[13:11:38] + 573.4s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:11:39] + 574.4s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:11:40] + 575.4s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:11:41] + 576.4s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:11:42] + 577.4s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:11:43] + 578.4s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:11:44] + 579.4s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:45] + 580.5s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:46] + 581.5s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:47] + 582.5s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:48] + 583.5s | RAM: 13.96/27.65 GB ( 50.5%) | VRAM: N/A
[13:11:49] + 584.5s | RAM: 14.15/27.65 GB ( 51.2%) | VRAM: N/A
[13:11:50] + 585.5s | RAM: 14.06/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:51] + 586.5s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:52] + 587.5s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:53] + 588.6s | RAM: 14.08/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:54] + 589.6s | RAM: 14.08/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:55] + 590.6s | RAM: 14.09/27.65 GB ( 51.0%) | VRAM: N/A
[13:11:56] + 591.6s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:57] + 592.7s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:58] + 593.7s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:11:59] + 594.7s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:12:00] + 595.7s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:01] + 596.8s | RAM: 14.07/27.65 GB ( 50.9%) | VRAM: N/A
[13:12:02] + 597.8s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:03] + 598.8s | RAM: 14.06/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:04] + 599.8s | RAM: 14.06/27.65 GB ( 50.8%) | VRAM: N/A
[13:12:05] + 600.8s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
